ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
an exit fund,11,AC15,S7,trigrams,exit fund,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
keep an exit,8,AC15,S7,trigrams,keep exit,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ordinary life stay,7,AC15,S7,trigrams,ordinary life stay,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
week ordinary life,6,AC15,S7,trigrams,week ordinary life,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
partner not nurse,6,AC15,S7,trigrams,partner nurse,2,,0,,partner,1,0.5,False,,,0,0,0,0,,,,True
exit fund don,5,AC15,S7,trigrams,exit fund,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
exit fund and,5,AC15,S7,trigrams,exit fund,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ordinary life trial,4,AC15,S7,trigrams,ordinary life trial,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what i m,4,AC15,S7,trigrams,i m,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
activity without her,4,AC15,S7,trigrams,activity without her,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
family expect from,3,AC15,S7,trigrams,family expect,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
longer ordinary life,3,AC15,S7,trigrams,longer ordinary life,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
normal hours handle,3,AC15,S7,trigrams,normal hours handle,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
get independent legal,3,AC15,S7,trigrams,get independent legal,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
independent legal advice,3,AC15,S7,trigrams,independent legal advice,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
marriage kids family,3,AC15,S7,trigrams,marriage kids family,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
your citizenship i,3,AC15,S7,trigrams,citizenship i,2,,0,,citizenship,1,0.5,False,,,0,0,0,0,,,,True
citizenship i can,3,AC15,S7,trigrams,citizenship i,2,,0,,citizenship,1,0.5,False,,,0,0,0,0,,,,True
your own cognitive,3,AC15,S7,trigrams,own cognitive,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
an week ordinary,3,AC15,S7,trigrams,week ordinary,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
maintain an exit,3,AC15,S7,trigrams,maintain exit,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
two home model,3,AC15,S7,trigrams,two home model,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a longer stay,3,AC15,S7,trigrams,longer stay,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
weekly activity without,3,AC15,S7,trigrams,weekly activity without,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
family support boundaries,2,AC15,S7,trigrams,family support boundaries,3,imagination_and_possibility,1,boundaries,,0,0.0,False,,,0,0,0,0,,,,True
genuine and still,2,AC15,S7,trigrams,genuine still,2,,0,,genuine,1,0.5,False,,,0,0,0,0,,,,True
exclusive what counts,2,AC15,S7,trigrams,exclusive counts,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
counts as cheating,2,AC15,S7,trigrams,counts cheating,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
as cheating how,2,AC15,S7,trigrams,cheating how,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
cheating how do,2,AC15,S7,trigrams,cheating how,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what does her,2,AC15,S7,trigrams,does her,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
does her family,2,AC15,S7,trigrams,does her family,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
her family expect,2,AC15,S7,trigrams,her family expect,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
conversations go well,2,AC15,S7,trigrams,conversations go well,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or urgency tactics,2,AC15,S7,trigrams,urgency tactics,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
just curated introductions,2,AC15,S7,trigrams,just curated introductions,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
will beneficiaries medical,2,AC15,S7,trigrams,will beneficiaries medical,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
beneficiaries medical power,2,AC15,S7,trigrams,beneficiaries medical power,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
marriage becomes real,2,AC15,S7,trigrams,marriage becomes real,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
legal advice on,2,AC15,S7,trigrams,legal advice,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
advice on both,2,AC15,S7,trigrams,advice both,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
set a decision,2,AC15,S7,trigrams,set decision,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
set the pace,2,AC15,S7,trigrams,set pace,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
want to pursue,2,AC15,S7,trigrams,want pursue,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
life at home,2,AC15,S7,trigrams,life home,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund exit fund,2,AC15,S7,trigrams,fund exit fund,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
money marriage kids,2,AC15,S7,trigrams,money marriage kids,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
kids family expectations,2,AC15,S7,trigrams,kids family expectations,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
an ordinary life,2,AC15,S7,trigrams,ordinary life,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a purely extractive,2,AC15,S7,trigrams,purely extractive,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
purely extractive dynamic,2,AC15,S7,trigrams,purely extractive dynamic,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
