ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
authoritative project memory,5,AC15,S5,trigrams,authoritative project memory,3,,0,,memory|project memory,2,0.6666666666666666,False,,,0,0,0,0,,,,True
project brief decisions,5,AC15,S5,trigrams,project brief decisions,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
created_at last_confirmed_at confidence,4,AC15,S5,trigrams,created_at last_confirmed_at confidence,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
high impact types,4,AC15,S5,trigrams,high impact types,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
pr commit doc,4,AC15,S5,trigrams,pr commit doc,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
decisions invariants conventions,3,AC15,S5,trigrams,decisions invariants conventions,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
the authoritative layer,3,AC15,S5,trigrams,authoritative layer,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a authoritative project,3,AC15,S5,trigrams,authoritative project,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
confidence user approved,3,AC15,S5,trigrams,confidence user approved,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
user approved vs,3,AC15,S5,trigrams,user approved vs,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
service module prefer,3,AC15,S5,trigrams,service module prefer,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ttl e g,3,AC15,S5,trigrams,ttl e g,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
user approval for,3,AC15,S5,trigrams,user approval,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
approval for high,3,AC15,S5,trigrams,approval high,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
high impact items,3,AC15,S5,trigrams,high impact items,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
link to adr,3,AC15,S5,trigrams,link adr,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
vector first memory,3,AC15,S5,trigrams,vector first memory,3,,0,,memory|vector,2,0.6666666666666666,False,,,0,0,0,0,,,,True
project memory apm,3,AC15,S5,trigrams,project memory apm,3,,0,,memory|project memory,2,0.6666666666666666,False,,,0,0,0,0,,,,True
rbac aware retrieval,3,AC15,S5,trigrams,rbac aware retrieval,3,,0,,retrieval,1,0.3333333333333333,False,,,0,0,0,0,,,,True
senior colleague continuity,2,AC15,S5,trigrams,senior colleague continuity,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False,,,0,0,0,0,,,,True
continuity default use,2,AC15,S5,trigrams,continuity default use,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False,,,0,0,0,0,,,,True
continuity but make,2,AC15,S5,trigrams,continuity make,2,temporal_dynamics,1,continuity,continuity,1,0.5,False,,,0,0,0,0,,,,True
the continuity argument,2,AC15,S5,trigrams,continuity argument,2,temporal_dynamics,1,continuity,continuity,1,0.5,False,,,0,0,0,0,,,,True
your own data,2,AC15,S5,trigrams,own data,2,truth_and_fact,1,data,,0,0.0,False,,,0,0,0,0,,,,True
authoritative memory small,2,AC15,S5,trigrams,authoritative memory small,3,,0,,memory,1,0.3333333333333333,False,,,0,0,0,0,,,,True
convention patterns error,2,AC15,S5,trigrams,convention patterns error,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
t leave region,2,AC15,S5,trigrams,leave region,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
service module status,2,AC15,S5,trigrams,service module status,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
module status active,2,AC15,S5,trigrams,module status active,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
last_confirmed_at confidence user,2,AC15,S5,trigrams,last_confirmed_at confidence user,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
prs commits docs,2,AC15,S5,trigrams,prs commits docs,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
assistant proposes memory,2,AC15,S5,trigrams,assistant proposes memory,3,,0,,memory,1,0.3333333333333333,False,,,0,0,0,0,,,,True
approves edits supersedes,2,AC15,S5,trigrams,approves edits supersedes,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
relevant code excerpts,2,AC15,S5,trigrams,relevant code excerpts,3,,0,,code,1,0.3333333333333333,False,,,0,0,0,0,,,,True
for raw chat,2,AC15,S5,trigrams,raw chat,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
something like score,2,AC15,S5,trigrams,something like score,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
like score relevance,2,AC15,S5,trigrams,like score relevance,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
layer b and,2,AC15,S5,trigrams,layer b,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
per new session,2,AC15,S5,trigrams,per new session,3,,0,,session,1,0.3333333333333333,False,,,0,0,0,0,,,,True
as governed time,2,AC15,S5,trigrams,governed time,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
time aware user,2,AC15,S5,trigrams,time aware user,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
aware user auditable,2,AC15,S5,trigrams,aware user auditable,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
yesterday s trail,2,AC15,S5,trigrams,yesterday trail,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
be versioned superseded,2,AC15,S5,trigrams,versioned superseded,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
typed records decision,2,AC15,S5,trigrams,typed records decision,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ideally user approved,2,AC15,S5,trigrams,ideally user approved,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
the model detects,2,AC15,S5,trigrams,model detects,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
use authoritative memory,2,AC15,S5,trigrams,use authoritative memory,3,,0,,memory,1,0.3333333333333333,False,,,0,0,0,0,,,,True
project brief authoritative,2,AC15,S5,trigrams,project brief authoritative,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
links to adrs,2,AC15,S5,trigrams,links adrs,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
to adrs runbooks,2,AC15,S5,trigrams,adrs runbooks,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
memory add memory,2,AC15,S5,trigrams,memory add memory,3,,0,,memory,1,0.6666666666666666,False,,,0,0,0,0,,,,True
eyes mode so,2,AC15,S5,trigrams,eyes mode,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
policy auto approves,2,AC15,S5,trigrams,policy auto approves,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
auto approves low,2,AC15,S5,trigrams,auto approves low,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
memory re injection,2,AC15,S5,trigrams,memory injection,2,,0,,memory,1,0.5,False,,,0,0,0,0,,,,True
a single free,2,AC15,S5,trigrams,single free,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
single free text,2,AC15,S5,trigrams,single free text,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
free text blob,2,AC15,S5,trigrams,free text blob,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
into every prompt,2,AC15,S5,trigrams,every prompt,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
vectors as cited,2,AC15,S5,trigrams,vectors cited,2,,0,,vector|vectors,2,0.5,False,,,0,0,0,0,,,,True
memory with time,2,AC15,S5,trigrams,memory time,2,,0,,memory,1,0.5,False,,,0,0,0,0,,,,True
yes because the,2,AC15,S5,trigrams,yes because,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
authoritative memory structured,2,AC15,S5,trigrams,authoritative memory structured,3,,0,,memory,1,0.3333333333333333,False,,,0,0,0,0,,,,True
structured summaries records,2,AC15,S5,trigrams,structured summaries records,3,,0,,summaries,1,0.3333333333333333,False,,,0,0,0,0,,,,True
scoped time stamped,2,AC15,S5,trigrams,scoped time stamped,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
time stamped vector,2,AC15,S5,trigrams,time stamped vector,3,,0,,vector,1,0.3333333333333333,False,,,0,0,0,0,,,,True
scope recency gating,2,AC15,S5,trigrams,scope recency gating,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
project brief decision,2,AC15,S5,trigrams,project brief decision,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
uses code prompt,2,AC15,S5,trigrams,uses code prompt,3,,0,,code,1,0.3333333333333333,False,,,0,0,0,0,,,,True
this convention hasn,2,AC15,S5,trigrams,convention hasn,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
vectors are used,2,AC15,S5,trigrams,vectors used,2,,0,,vector|vectors,2,0.5,False,,,0,0,0,0,,,,True
promote to convention,2,AC15,S5,trigrams,promote convention,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
how fast you,2,AC15,S5,trigrams,how fast,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
willingness to rely,2,AC15,S5,trigrams,willingness rely,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
with summaries records,2,AC15,S5,trigrams,summaries records,2,,0,,summaries,1,0.5,False,,,0,0,0,0,,,,True
summaries structured records,2,AC15,S5,trigrams,summaries structured records,3,,0,,summaries,1,0.3333333333333333,False,,,0,0,0,0,,,,True
mirrored to repo,2,AC15,S5,trigrams,mirrored repo,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
review in code,2,AC15,S5,trigrams,review code,2,,0,,code,1,0.5,False,,,0,0,0,0,,,,True
in code review,2,AC15,S5,trigrams,code review,2,,0,,code,1,0.5,False,,,0,0,0,0,,,,True
adr pr commit,2,AC15,S5,trigrams,adr pr commit,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
onboarding tax and,2,AC15,S5,trigrams,onboarding tax,2,,0,,onboarding,1,0.5,False,,,0,0,0,0,,,,True
memory weakens the,2,AC15,S5,trigrams,memory weakens,2,,0,,memory,1,0.5,False,,,0,0,0,0,,,,True
memory strengthens the,2,AC15,S5,trigrams,memory strengthens,2,,0,,memory,1,0.5,False,,,0,0,0,0,,,,True
argument because it,2,AC15,S5,trigrams,argument because,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
summaries records with,2,AC15,S5,trigrams,summaries records,2,,0,,summaries,1,0.5,False,,,0,0,0,0,,,,True
one of user,2,AC15,S5,trigrams,one user,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
label as unconfirmed,2,AC15,S5,trigrams,label unconfirmed,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
memory is being,2,AC15,S5,trigrams,memory being,2,,0,,memory,1,0.5,False,,,0,0,0,0,,,,True
behaves like an,2,AC15,S5,trigrams,behaves like,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what changed since,2,AC15,S5,trigrams,changed since,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
summaries records as,2,AC15,S5,trigrams,summaries records,2,,0,,summaries,1,0.5,False,,,0,0,0,0,,,,True
or user approval,2,AC15,S5,trigrams,user approval,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
gated and cited,2,AC15,S5,trigrams,gated cited,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
diversified top k,2,AC15,S5,trigrams,diversified top k,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
versioned summaries records,2,AC15,S5,trigrams,versioned summaries records,3,,0,,summaries,1,0.3333333333333333,False,,,0,0,0,0,,,,True
eyes escape hatch,2,AC15,S5,trigrams,eyes escape hatch,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
g days for,2,AC15,S5,trigrams,g days,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
days for chats,2,AC15,S5,trigrams,days chats,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
for long lived,2,AC15,S5,trigrams,long lived,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
s high detail,2,AC15,S5,trigrams,high detail,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
t fully trust,2,AC15,S5,trigrams,fully trust,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fully trust it,2,AC15,S5,trigrams,fully trust,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
project memory you,2,AC15,S5,trigrams,project memory,2,,0,,memory|project memory,2,1.0,True,,,0,0,0,0,,,,True
vs infinite memory,2,AC15,S5,trigrams,vs infinite memory,3,,0,,memory|infinite memory,2,0.6666666666666666,False,,,0,0,0,0,,,,True
aware retrieval retention,2,AC15,S5,trigrams,aware retrieval retention,3,,0,,retrieval,1,0.3333333333333333,False,,,0,0,0,0,,,,True
retrieval retention ttl,2,AC15,S5,trigrams,retrieval retention ttl,3,,0,,retrieval,1,0.3333333333333333,False,,,0,0,0,0,,,,True
retention ttl policies,2,AC15,S5,trigrams,retention ttl policies,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
