ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
timeline and required controls,3,AC15,S1,quadgrams,timeline required controls,3,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
with timeline and required,2,AC15,S1,quadgrams,timeline required,2,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
maintenance cost reduction vs,2,AC15,S1,quadgrams,maintenance cost reduction vs,4,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
on schedule if novagrid,2,AC15,S1,quadgrams,schedule novagrid,2,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
schedule if novagrid can,2,AC15,S1,quadgrams,schedule novagrid,2,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
cost to maintain the,2,AC15,S1,quadgrams,cost maintain,2,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
schedule exhibit with long,2,AC15,S1,quadgrams,schedule exhibit long,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
cost and complexity that,2,AC15,S1,quadgrams,cost complexity,2,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
civitas modular mitigates the,2,AC15,S1,quadgrams,civitas modular mitigates,3,,0,,civitas|modular,2,0.6666666666666666,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,mitigat,False
one failure council budget,3,AC15P,S1,quadgrams,one failure council budget,4,practicality_and_feasibility,1,budget,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budget,False
failure council budget chair,3,AC15P,S1,quadgrams,failure council budget chair,4,practicality_and_feasibility,1,budget,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budget,False
becomes a schedule risk,2,AC15P,S1,quadgrams,becomes schedule risk,3,practicality_and_feasibility,2,risk|schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,risk|schedule,False
schedule risk regardless of,2,AC15P,S1,quadgrams,schedule risk regardless,3,practicality_and_feasibility,2,risk|schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,risk|schedule,False
term cost continuity controls,2,AC15P,S1,quadgrams,term cost continuity controls,4,practicality_and_feasibility|temporal_dynamics,2,cost|continuity,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
schedule risk we are,2,AC15P,S1,quadgrams,schedule risk,2,practicality_and_feasibility,2,risk|schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,risk|schedule,False
reduce schedule certainty and,2,AC15P,S1,quadgrams,reduce schedule certainty,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
schedule certainty and increase,2,AC15P,S1,quadgrams,schedule certainty increase,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
the probability of schedule,2,AC15P,S1,quadgrams,probability schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
probability of schedule slip,2,AC15P,S1,quadgrams,probability schedule slip,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
dependency inside a week,2,AC15P,S1,quadgrams,dependency inside week,3,practicality_and_feasibility,1,dependency,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,dependency,False
capital and operating budgets,2,AC15P,S1,quadgrams,capital operating budgets,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budgets,False
and operating budgets are,2,AC15P,S1,quadgrams,operating budgets,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budgets,False
operating budgets are separate,2,AC15P,S1,quadgrams,operating budgets separate,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budgets,False
adjustable cloud subscription costs,2,AC15P,S1,quadgrams,adjustable cloud subscription costs,4,,0,,cloud,1,0.25,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
o m cost predictability,4,CONTROL,S1,quadgrams,o m cost predictability,4,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
term o m cost,2,CONTROL,S1,quadgrams,term o m cost,4,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
a revised schedule that,2,CONTROL,S1,quadgrams,revised schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
revised schedule that still,2,CONTROL,S1,quadgrams,revised schedule still,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
schedule that still meets,2,CONTROL,S1,quadgrams,schedule still meets,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
slas incident rca timelines,2,CONTROL,S1,quadgrams,slas incident rca timelines,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timelines,False
90k annual cloud cost,2,HYBRID_3_5,S1,quadgrams,90k annual cloud cost,4,practicality_and_feasibility,1,cost,cloud|90k,2,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
year s tighter budget,2,HYBRID_3_5,S1,quadgrams,year tighter budget,3,practicality_and_feasibility,1,budget,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budget,False
real schedule critical path,2,HYBRID_3_5,S1,quadgrams,real schedule critical path,4,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
term operating cost stability,2,HYBRID_3_5,S1,quadgrams,term operating cost stability,4,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.resources_timing_conditions|temporal_projection.robustness_and_resilience,2,2,2,0,practical_considerations_and_execution|temporal_projection,,cost|stability,False
net effect tighter budgets,2,HYBRID_3_5,S1,quadgrams,net effect tighter budgets,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budgets,False
term operating costs while,2,HYBRID_3_5,S1,quadgrams,term operating costs while,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
operating costs while still,2,HYBRID_3_5,S1,quadgrams,operating costs while still,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
costs while still delivering,2,HYBRID_3_5,S1,quadgrams,costs while still delivering,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
cost exposure operational maturity,2,HYBRID_SEMANTIC,S1,quadgrams,cost exposure operational maturity,4,practicality_and_feasibility|temporal_dynamics,3,cost|operational|maturity,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.resources_timing_conditions|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,cost|maturity,False
