ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
cost if you tell,2,AC15,S7,quadgrams,cost tell,2,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
to defeat sunk cost,2,AC15,S7,quadgrams,defeat sunk cost,3,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
dependent on her or,2,AC15,S7,quadgrams,dependent her,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,dependent on,False
the cost of living,2,AC15P,S7,quadgrams,cost living,2,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
timeline money and family,2,CONTROL,S7,quadgrams,timeline money family,3,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
timeline for you moving,2,HYBRID_SEMANTIC,S7,quadgrams,timeline moving,2,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
timeline money family expectations,2,HYBRID_SEMANTIC,S7,quadgrams,timeline money family expectations,4,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
willingness limits marriage timeline,2,HYBRID_SEMANTIC,S7,quadgrams,willingness limits marriage timeline,4,practicality_and_feasibility,1,timeline,marriage,1,0.25,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
and a liquidity buffer,2,HYBRID_SEMANTIC,S7,quadgrams,liquidity buffer,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,buffer,False
liquidity buffer so a,2,HYBRID_SEMANTIC,S7,quadgrams,liquidity buffer,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,buffer,False
buffer so a crisis,2,HYBRID_SEMANTIC,S7,quadgrams,buffer crisis,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,buffer,False
