ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
schedule one call,2,AC15,S7,trigrams,schedule one call,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
defeat sunk cost,2,AC15,S7,trigrams,defeat sunk cost,3,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
shared costs and,2,AC15,S7,trigrams,shared costs,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
relationship definition timeline,2,AC15P,S7,trigrams,relationship definition timeline,3,practicality_and_feasibility,1,timeline,relationship,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
medical contingency plan,2,AC15P,S7,trigrams,medical contingency plan,3,practicality_and_feasibility,1,contingency,medical,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution|practical_considerations_and_execution.resources_timing_conditions,1,2,1,0,practical_considerations_and_execution,,contingen|contingency|plan,False
split shared costs,2,AC15P,S7,trigrams,split shared costs,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
crisis liquidity buffer,2,AC15P,S7,trigrams,crisis liquidity buffer,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,buffer,False
timeline money and,2,CONTROL,S7,trigrams,timeline money,2,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
a real timeline,2,HYBRID_3_5,S7,trigrams,real timeline,2,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
timeline if she,2,HYBRID_3_5,S7,trigrams,timeline she,2,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
a monthly budget,2,HYBRID_3_5,S7,trigrams,monthly budget,2,practicality_and_feasibility,1,budget,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,budget,False
marriage and timeline,2,HYBRID_3_5,S7,trigrams,marriage timeline,2,practicality_and_feasibility,1,timeline,marriage,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
sunk cost momentum,2,HYBRID_SEMANTIC,S7,trigrams,sunk cost momentum,3,practicality_and_feasibility|temporal_dynamics,2,momentum|cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
timeline money norms,2,HYBRID_SEMANTIC,S7,trigrams,timeline money norms,3,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
timeline she s,2,HYBRID_SEMANTIC,S7,trigrams,timeline she,2,practicality_and_feasibility,1,timeline,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
limits marriage timeline,2,HYBRID_SEMANTIC,S7,trigrams,limits marriage timeline,3,practicality_and_feasibility,1,timeline,marriage,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,timeline,False
a liquidity buffer,2,HYBRID_SEMANTIC,S7,trigrams,liquidity buffer,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,buffer,False
liquidity buffer so,2,HYBRID_SEMANTIC,S7,trigrams,liquidity buffer,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,buffer,False
