ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
decision constraint convention confirmedfix,3,AC15,S5,quadgrams,decision constraint convention confirmedfix,4,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|constrain|constraint,False
constraints conventions confirmed fixes,2,AC15,S5,quadgrams,constraints conventions confirmed fixes,4,truth_and_fact|practicality_and_feasibility,2,confirmed|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|confirmed|constrain|constraints,False
typed records decision constraint,2,AC15,S5,quadgrams,typed records decision constraint,4,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraint,False
records decision constraint convention,2,AC15,S5,quadgrams,records decision constraint convention,4,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraint,False
code prompt constraints only,2,AC15,S5,quadgrams,code prompt constraints,3,practicality_and_feasibility,1,constraints,code,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
project brief decisions constraints,2,AC15,S5,quadgrams,project brief decisions constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
brief decisions constraints conventions,2,AC15,S5,quadgrams,brief decisions constraints conventions,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
decisions constraints verified outcomes,2,AC15P,S5,quadgrams,decisions constraints verified outcomes,4,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,constrain|constraints|verif|verified,False
constraint that steers everything,2,AC15P,S5,quadgrams,constraint steers everything,3,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraint,False
always show used context,2,AC15P,S5,quadgrams,always show used context,4,,0,,context,1,0.25,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,context,False
show used context with,2,AC15P,S5,quadgrams,show used context,3,,0,,context,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,context,False
used context with links,2,AC15P,S5,quadgrams,used context links,3,,0,,context,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,context,False
context with links dates,2,AC15P,S5,quadgrams,context links dates,3,,0,,context,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,context,False
conventions constraints system map,7,CONTROL,S5,quadgrams,conventions constraints system map,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
decisions conventions constraints system,6,CONTROL,S5,quadgrams,decisions conventions constraints system,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
notebook decisions conventions constraints,3,CONTROL,S5,quadgrams,notebook decisions conventions constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
constraints conventions system map,2,CONTROL,S5,quadgrams,constraints conventions system map,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
as decision convention constraint,2,CONTROL,S5,quadgrams,decision convention constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraint,False
brief adrs conventions constraints,5,HYBRID_3_5,S5,quadgrams,brief adrs conventions constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
adrs conventions constraints glossary,3,HYBRID_3_5,S5,quadgrams,adrs conventions constraints glossary,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
spine adrs conventions constraints,2,HYBRID_3_5,S5,quadgrams,spine adrs conventions constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
constraints conventions glossary confirmed,2,HYBRID_SEMANTIC,S5,quadgrams,constraints conventions glossary confirmed,4,truth_and_fact|practicality_and_feasibility,2,confirmed|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|confirmed|constrain|constraints,False
fresh eyes constraints only,2,HYBRID_SEMANTIC,S5,quadgrams,fresh eyes constraints,3,practicality_and_feasibility,1,constraints,fresh eyes,1,0.6666666666666666,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.constraints_and_tradeoffs|temporal_projection.decay_and_currency,2,2,2,0,practical_considerations_and_execution|temporal_projection,,constrain|constraints|fresh,False
by default decisions constraints,2,HYBRID_SEMANTIC,S5,quadgrams,default decisions constraints,3,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
default decisions constraints conventions,2,HYBRID_SEMANTIC,S5,quadgrams,default decisions constraints conventions,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
active superseded links constraints,2,HYBRID_SEMANTIC,S5,quadgrams,active superseded links constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
superseded links constraints security,2,HYBRID_SEMANTIC,S5,quadgrams,superseded links constraints security,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
constraints security compliance slo,2,HYBRID_SEMANTIC,S5,quadgrams,constraints security compliance slo,4,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraints,False
decision constraint convention glossary,2,HYBRID_SEMANTIC,S5,quadgrams,decision constraint convention glossary,4,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraint,False
constraint convention glossary learning,2,HYBRID_SEMANTIC,S5,quadgrams,constraint convention glossary learning,4,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,constrain|constraint,False
