Scenario 7 - Trigrams,,,,,,,,,
CONTROL,,AC15,,AC15P,,HYBRID_3_5,,HYBRID_SEMANTIC,
Trigram,Count,Trigram,Count,Trigram,Count,Trigram,Count,Trigram,Count
you don t,18,you re not,17,you don t,18,you re not,20,you don t,18
your home base,16,you tell me,15,you tell me,15,you tell me,14,you re not,15
you tell me,14,if you tell,14,i can help,15,do you want,13,can help you,15
if you tell,13,it s a,13,can help you,15,if you want,13,if you tell,14
i can help,13,you don t,13,if you tell,14,you can t,12,you tell me,14
can help you,13,i want to,13,you re not,11,if you tell,12,i can help,14
you re not,12,i can help,13,you can t,11,i can help,11,why it matters,13
i want to,11,can help you,13,your home country,10,if you can,10,i want to,11
keep your home,11,you can t,12,what you re,10,i want to,10,do you want,10
if you want,9,an exit fund,11,what would you,10,can help you,10,what you re,10
do you want,8,i don t,9,i don t,10,you don t,10,whether she wants,10
you want children,8,do you want,9,what you may,10,during the trial,9,what do you,10
both of you,8,what would you,9,do you want,9,you want children,9,what you may,10
help you draft,8,if she s,9,if it s,9,it s not,9,what would you,9
don t want,8,if you can,9,want us to,9,you want to,9,tell me the,9
what do you,8,what you re,8,you may not,9,tell me the,9,me the country,9
what would you,8,it doesn t,8,may not be,9,me the country,9,the country and,9
if you can,8,keep your home,8,what to clarify,9,when you re,8,and i ll,9
you may be,8,your home base,8,you can afford,8,what do you,8,she wants children,9
what reveals it,8,keep an exit,8,kids money family,8,what would you,8,how to check,9
a staged plan,7,the month trial,8,not be seeing,8,i don t,8,avoided because it,9
where you d,7,ordinary life stay,7,in your name,7,the country and,8,you may be,9
whether you d,7,don t want,7,home country and,7,what to notice,8,when you re,8
that s a,7,if you want,7,i m not,7,it doesn t,7,day to day,8
at least one,6,if you re,7,if you want,7,if you re,7,you can say,8
i m serious,6,how to surface,7,don t want,7,would you want,7,i don t,8
you draft a,6,to surface it,7,if you can,7,how to surface,7,if you want,8
t want to,6,it s not,6,can afford alone,6,to surface it,7,your home base,8
she s not,6,don t buy,6,money family obligations,6,your home base,6,a month trial,8
the country and,6,partner not sponsor,6,it doesn t,6,a month trial,6,may be missing,8
this isn t,6,week ordinary life,6,i need to,6,you want tell,6,you can t,7
you can t,6,how do we,6,a month trial,6,want tell me,6,you want children,7
if it s,6,this isn t,6,it s a,6,you may not,6,even if she,7
day to day,5,partner not nurse,6,i want us,6,may not want,6,money family expectations,7
what happens if,5,tell me what,6,your own place,6,not want to,6,if you re,7
in your situation,5,both of you,5,does she want,5,want to see,6,if yes what,6
at least a,5,expect from a,5,would you want,5,the month trial,6,if you need,6
a month trial,5,to my country,5,plan you can,5,if she s,5,you need to,6
keeping your home,5,i can t,5,you and i,5,when it s,5,don t want,6
and what would,5,don t merge,5,in a way,5,does she want,5,so you don,6
tell me which,5,after you ve,5,either of you,5,how do you,5,want us to,6
you want tell,5,you ve seen,5,you i can,5,keep your home,5,help you draft,6
want tell me,5,you d live,5,you want children,5,what happens if,5,what happens if,6
and whether you,5,i can suggest,5,no large transfers,5,how you ll,5,don t buy,6
would you be,5,the hard conversations,5,both of you,5,what you re,5,keep your home,6
you if you,5,i m not,5,and you re,5,you keep your,5,you want tell,6
your children and,5,one of the,5,i want to,5,she wants children,5,want tell me,6
don t need,5,would you expect,5,what would i,5,money family obligations,5,it s a,6
tell me the,5,you want children,5,a phased plan,5,longer normal life,5,if the relationship,5
me the country,5,exit fund don,5,when you say,5,want children how,5,yes what timeline,5
money family obligations,5,fund don t,5,if she s,5,keep finances separate,5,if i needed,5
if she s,5,t want to,5,a permanent move,5,before you ve,4,a staged plan,5
if you re,5,day to day,5,during the trial,5,that s not,4,if it s,5
i m not,5,exit fund and,5,can t know,5,don t do,4,either of you,5
it s not,5,when you re,5,the month trial,5,each of you,4,commit to a,5
it s a,5,don t make,5,why avoided it,5,re not ready,4,i m not,5
the month trial,5,a practical way,5,the three months,5,before any permanent,4,marriage money family,5
even if she,4,practical way to,5,weeks in person,4,or at least,4,partner not sponsor,5
can still be,4,not ready for,5,day to day,4,doesn t work,4,what timeline feels,5
even if you,4,aging health plan,5,in years you,4,happens if you,4,what you ve,5
each of you,4,and whether you,5,and yours and,4,if the answer,4,country and whether,5
it doesn t,4,and i ll,5,if we live,4,i have a,4,and whether she,5
happens if you,4,the next step,5,we live together,4,a permanent move,4,you draft a,5
you need to,4,for both of,4,not vacation mode,4,to do this,4,when you say,5
you d live,4,on both sides,4,afford alone in,4,in a way,4,the relationship from,5
the relationship is,4,even if she,4,alone in your,4,a way that,4,if she s,5
while you re,4,what do you,4,or at least,4,build a life,4,money norms family,5
to do this,4,how do you,4,how often you,4,do you feel,4,i can t,5
what would make,4,does she want,4,in her country,4,do you imagine,4,month trial stay,5
would make you,4,if yes what,4,build your own,4,i need to,4,if you can,5
you d be,4,do you imagine,4,you re describing,4,i m not,4,i ll help,5
you as a,4,ordinary life trial,4,on the table,4,s not a,4,ll help you,5
serious about you,4,even if you,4,your own friends,4,about children marriage,4,kids marriage money,5
want to be,4,where you d,4,a way that,4,what would make,4,tell me what,5
do you feel,4,the next months,4,last chance pressure,4,would make you,4,the month trial,5
what you re,4,you want marriage,4,this into a,4,on children marriage,4,what does a,4
that don t,4,she wants children,4,and what would,4,a longer normal,4,how would we,4
more of her,4,if it s,4,isn t to,4,country and your,4,would we handle,4
what are your,4,don t let,4,visa work legality,4,if she wants,4,would you expect,4
children and your,4,step by step,4,isn t just,4,what feels fair,4,and what would,4
if the relationship,4,what i m,4,you want tell,4,it if you,4,both of you,4
i don t,4,tell me which,4,want tell me,4,tell me a,4,would you be,4
home base for,4,and your citizenship,4,you can say,4,this into a,4,how do you,4
you can use,4,money and family,4,i can suggest,4,you have a,4,where to live,4
country and whether,4,what does a,4,the most relevant,4,both of you,4,your own place,4
i can suggest,4,return to my,4,she wants children,4,you can say,4,even if you,4
can suggest the,4,how would we,4,if you re,4,don t want,4,medical evacuation coverage,4
whether you can,4,that don t,4,so you re,4,what you want,4,the age gap,4
she wants children,4,either of you,4,it s still,4,the relationship is,4,plan if you,4
if i needed,4,i m serious,4,it can be,4,split base year,4,country and your,4
what would we,4,longer trial stay,4,i can t,4,and what would,4,help you turn,4
a plan that,4,money family marriage,4,that doesn t,4,near the end,4,at the same,4
go no go,4,do you feel,4,on the calendar,4,the hard conversations,4,the same time,4
and you have,4,and i want,4,doesn t prove,4,even if she,3,t want to,4
for both of,4,when it s,4,healthcare tail risk,4,if you move,3,i need to,4
have your own,4,dependent on her,4,and i m,4,would you consider,3,it doesn t,4
your age and,4,until you ve,4,doesn t work,4,how she handles,3,wants children and,4
a permanent move,4,your home country,4,separate finances no,4,trial relocation months,3,do you imagine,4
do a month,4,still want this,4,where complex care,4,relocation months with,3,practical way to,4
my home base,4,help you turn,4,care is plan,4,any permanent move,3,would you want,4
and i ll,4,to talk about,4,is plan a,4,if it doesn,3,you ve shared,4
tell me what,4,rent don t,4,so you don,4,this is the,3,no irreversible steps,4
the next step,3,don t sell,4,don t need,4,treat it as,3,can be a,4
rather than a,3,so you re,4,don t have,4,pre existing conditions,3,she supports your,4
but it s,3,your citizenship and,4,tell me whether,4,the relationship can,3,rent don t,4
look like to,3,i ll help,4,me whether you,4,to watch for,3,at least a,4
like to you,3,ll help you,4,t want to,4,what you ve,3,if she wants,4
what are you,3,she s sincere,4,tell me what,4,a trial period,3,that doesn t,4
are you hoping,3,want to do,4,kids marriage money,4,you from independent,3,what to do,4
in your life,3,in a way,4,exit plan cash,4,that don t,3,don t need,4
want children if,3,a way that,4,how to surface,4,the answer is,3,split base living,4
children if yes,3,you want tell,4,stay with her,4,answer is no,3,go no go,4
if yes what,3,want tell me,4,you ll stay,4,a staged plan,3,doesn t work,4
a partner who,3,this into a,4,or rent your,4,i m serious,3,because it can,4
pessimism it s,3,activity without her,4,rent your own,4,m serious about,3,round trip ticket,4
if you became,3,even if it,3,fooling yourself if,4,want to do,3,where you may,3
to be a,3,stay long term,3,end of week,4,what we re,3,what you can,3
doesn t consume,3,don t do,3,go no go,4,we re building,3,mean to you,3
t consume her,3,what would feel,3,no go criteria,4,she want children,3,what feels fair,3
consume her life,3,what counts as,3,what s true,3,want children and,3,fair to you,3
return home for,3,family expect from,3,when you re,3,the next step,3,you expect from,3
can t be,3,a long term,3,family obligations expectations,3,you ve found,3,for at least,3
in a new,3,long term partner,3,that s a,3,day to day,3,you be willing,3
a new country,3,yes what timeline,3,each of you,3,a practical way,3,be willing to,3
your need for,3,can be a,3,how do you,3,practical way to,3,in your culture,3
and doesn t,3,in years what,3,how do we,3,way to honor,3,your last chance,3
plus whether you,3,longer ordinary life,3,at this is,3,then ask what,3,marriage kids money,3
you can feel,3,work your normal,3,a practical way,3,what are you,3,real life trial,3
don t have,3,your normal hours,3,practical way to,3,it s to,3,do you feel,3
t have to,3,normal hours handle,3,to do this,3,whether you can,3,shared expense method,3
you re in,3,or at least,3,as a reversible,3,e g week,3,last chance thinking,3
because i m,3,the ability to,3,rent a place,3,g week and,3,this isn t,3
want to do,3,t merge finances,3,with a clear,3,home base and,3,agree on a,3
normal life trial,3,t buy property,3,a clear exit,3,make a permanent,3,you turn this,3
