ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
exclusions for interference triggered,5,AC15,S3,quadgrams,exclusions interference triggered,3,,0,,interference,1,0.3333333333333333,False,,,0,0,0,0,,,,True
for interference triggered safety,4,AC15,S3,quadgrams,interference triggered safety,3,,0,,interference,1,0.3333333333333333,False,,,0,0,0,0,,,,True
explicit exclusions for interference,4,AC15,S3,quadgrams,explicit exclusions interference,3,,0,,interference,1,0.3333333333333333,False,,,0,0,0,0,,,,True
supported operating envelope v1,4,AC15,S3,quadgrams,supported operating envelope v1,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a supported operating envelope,3,AC15,S3,quadgrams,supported operating envelope,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
interference triggered safety landings,3,AC15,S3,quadgrams,interference triggered safety landings,4,,0,,interference,1,0.25,False,,,0,0,0,0,,,,True
a safety hover landing,3,AC15,S3,quadgrams,safety hover landing,3,,0,,hover|safety hover,2,0.6666666666666666,False,,,0,0,0,0,,,,True
within a certified operating,3,AC15,S3,quadgrams,within certified operating,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a certified operating envelope,3,AC15,S3,quadgrams,certified operating envelope,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
roads decks work faces,3,AC15,S3,quadgrams,roads decks work faces,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
max time to clear,3,AC15,S3,quadgrams,max time clear,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
shielding prototype validated evt,2,AC15,S3,quadgrams,shielding prototype validated evt,4,imagination_and_possibility,1,prototype,shielding,1,0.25,False,imagination_and_possibility|truth,imagination_and_possibility.exploration_within_bounds|imagination_and_possibility.path_toward_feasibility|truth.verification,2,3,2,0,imagination_and_possibility|truth,,prototype|validat|validated,False
