ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
make us wrong,6,AC15,S1,trigrams,make wrong,2,,0,,,0,0.0,False
near term opex,5,AC15,S1,trigrams,near term opex,3,temporal_dynamics,1,near term,,0,0.0,False
controller substitution rights,5,AC15,S1,trigrams,controller substitution rights,3,,0,,controller,1,0.3333333333333333,False
config portability transition,4,AC15,S1,trigrams,config portability transition,3,temporal_dynamics,1,transition,,0,0.0,False
pre approved equivalents,4,AC15,S1,trigrams,pre approved equivalents,3,,0,,,0,0.0,False
proprietary central components,4,AC15,S1,trigrams,proprietary central components,3,,0,,proprietary,1,0.3333333333333333,False
those i can,4,AC15,S1,trigrams,those i,2,,0,,,0,0.0,False
timeline and required,3,AC15,S1,trigrams,timeline required,2,practicality_and_feasibility,1,timeline,,0,0.0,False
and controller procurement,3,AC15,S1,trigrams,controller procurement,2,,0,,controller|procurement,2,1.0,True
and required controls,3,AC15,S1,trigrams,required controls,2,,0,,,0,0.0,False
central wan degradation,3,AC15,S1,trigrams,central wan degradation,3,,0,,,0,0.0,False
fee escalation cap,3,AC15,S1,trigrams,fee escalation cap,3,,0,,,0,0.0,False
pre approved equivalent,3,AC15,S1,trigrams,pre approved equivalent,3,,0,,,0,0.0,False
ownership of timing,3,AC15,S1,trigrams,ownership timing,2,,0,,,0,0.0,False
acceptance testing that,3,AC15,S1,trigrams,acceptance testing,2,,0,,,0,0.0,False
controller substitution spares,3,AC15,S1,trigrams,controller substitution spares,3,,0,,controller,1,0.3333333333333333,False
and approved equivalents,3,AC15,S1,trigrams,approved equivalents,2,,0,,,0,0.0,False
lead items and,3,AC15,S1,trigrams,lead items,2,,0,,,0,0.0,False
config portability and,3,AC15,S1,trigrams,config portability,2,,0,,,0,0.0,False
focused on upgrades,3,AC15,S1,trigrams,focused upgrades,2,,0,,,0,0.0,False
two reference calls,3,AC15,S1,trigrams,two reference calls,3,,0,,,0,0.0,False
for after action,3,AC15,S1,trigrams,after action,2,,0,,,0,0.0,False
after action review,3,AC15,S1,trigrams,after action review,3,,0,,,0,0.0,False
during the incident,3,AC15,S1,trigrams,during incident,2,,0,,,0,0.0,False
vs incident day,3,AC15,S1,trigrams,vs incident day,3,,0,,,0,0.0,False
to payment milestones,3,AC15,S1,trigrams,payment milestones,2,,0,,,0,0.0,False
approved equivalent models,3,AC15,S1,trigrams,approved equivalent models,3,,0,,,0,0.0,False
clears dot s,3,AC15,S1,trigrams,clears dot,2,,0,,dot,1,0.5,False
exhibit with long,3,AC15,S1,trigrams,exhibit long,2,,0,,,0,0.0,False
vendor controlled milestones,3,AC15,S1,trigrams,vendor controlled milestones,3,,0,,vendor,1,0.3333333333333333,False
long term dependency,2,AC15,S1,trigrams,long term dependency,3,practicality_and_feasibility|temporal_dynamics,2,dependency|long term,,0,0.0,False
high switching cost,2,AC15,S1,trigrams,high switching cost,3,practicality_and_feasibility,1,cost,,0,0.0,False
a concrete critical,2,AC15,S1,trigrams,concrete critical,2,practicality_and_feasibility,1,concrete,,0,0.0,False
concrete critical path,2,AC15,S1,trigrams,concrete critical path,3,practicality_and_feasibility,1,concrete,,0,0.0,False
controllers data config,2,AC15,S1,trigrams,controllers data config,3,truth_and_fact,1,data,controller|controllers,2,0.3333333333333333,False
risk while keeping,2,AC15,S1,trigrams,risk while keeping,3,practicality_and_feasibility,1,risk,,0,0.0,False
long run evidence,2,AC15,S1,trigrams,long run evidence,3,truth_and_fact,1,evidence,,0,0.0,False
venture backed trajectory,2,AC15,S1,trigrams,venture backed trajectory,3,temporal_dynamics,1,trajectory,,0,0.0,False
concrete way standard,2,AC15,S1,trigrams,concrete way standard,3,practicality_and_feasibility,1,concrete,,0,0.0,False
cost reduction vs,2,AC15,S1,trigrams,cost reduction vs,3,practicality_and_feasibility,1,cost,,0,0.0,False
central cloud dependency,2,AC15,S1,trigrams,central cloud dependency,3,practicality_and_feasibility,1,dependency,cloud,1,0.3333333333333333,False
schedule if novagrid,2,AC15,S1,trigrams,schedule novagrid,2,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False
better near term,2,AC15,S1,trigrams,better near term,3,temporal_dynamics,1,near term,,0,0.0,False
window a treat,2,AC15,S1,trigrams,window treat,2,temporal_dynamics,1,window,,0,0.0,False
timelines transition assistance,2,AC15,S1,trigrams,timelines transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False
cost to maintain,2,AC15,S1,trigrams,cost maintain,2,practicality_and_feasibility,1,cost,,0,0.0,False
a phased notice,2,AC15,S1,trigrams,phased notice,2,temporal_dynamics,1,phased,,0,0.0,False
phased notice to,2,AC15,S1,trigrams,phased notice,2,temporal_dynamics,1,phased,,0,0.0,False
a phased start,2,AC15,S1,trigrams,phased start,2,temporal_dynamics,1,phased,,0,0.0,False
phased start and,2,AC15,S1,trigrams,phased start,2,temporal_dynamics,1,phased,,0,0.0,False
reduces near term,2,AC15,S1,trigrams,reduces near term,3,temporal_dynamics,1,near term,,0,0.0,False
fewest external blockers,2,AC15,S1,trigrams,fewest external blockers,3,practicality_and_feasibility,1,blockers,,0,0.0,False
external blockers civitas,2,AC15,S1,trigrams,external blockers civitas,3,practicality_and_feasibility,1,blockers,civitas,1,0.3333333333333333,False
and council proof,2,AC15,S1,trigrams,council proof,2,truth_and_fact,1,proof,,0,0.0,False
schedule exhibit with,2,AC15,S1,trigrams,schedule exhibit,2,practicality_and_feasibility,1,schedule,,0,0.0,False
predictable near term,2,AC15,S1,trigrams,predictable near term,3,temporal_dynamics,1,near term,,0,0.0,False
that preserves momentum,2,AC15,S1,trigrams,preserves momentum,2,temporal_dynamics,1,momentum,,0,0.0,False
documented formats transition,2,AC15,S1,trigrams,documented formats transition,3,temporal_dynamics,1,transition,,0,0.0,False
transition assistance defined,2,AC15,S1,trigrams,transition assistance defined,3,temporal_dynamics,1,transition,,0,0.0,False
high switching costs,2,AC15,S1,trigrams,high switching costs,3,,0,,,0,0.0,False
incidents major events,2,AC15,S1,trigrams,incidents major events,3,,0,,,0,0.0,False
slower rollout months,2,AC15,S1,trigrams,slower rollout months,3,,0,,rollout,1,0.3333333333333333,False
lead time weeks,2,AC15,S1,trigrams,lead time weeks,3,,0,,lead time,1,0.6666666666666666,False
modular field design,2,AC15,S1,trigrams,modular field design,3,,0,,modular,1,0.3333333333333333,False
congestion improvements strong,2,AC15,S1,trigrams,congestion improvements strong,3,,0,,congestion,1,0.3333333333333333,False
improvements strong references,2,AC15,S1,trigrams,improvements strong references,3,,0,,,0,0.0,False
cloud requirement for,2,AC15,S1,trigrams,cloud requirement,2,,0,,cloud,1,0.5,False
shifts pricing changes,2,AC15,S1,trigrams,shifts pricing changes,3,,0,,,0,0.0,False
political optics and,2,AC15,S1,trigrams,political optics,2,,0,,,0,0.0,False
is unusually valuable,2,AC15,S1,trigrams,unusually valuable,2,,0,,,0,0.0,False
real maintenance costs,2,AC15,S1,trigrams,real maintenance costs,3,,0,,,0,0.0,False
cloud outages dr,2,AC15,S1,trigrams,cloud outages dr,3,,0,,cloud,1,0.3333333333333333,False
how much highway,2,AC15,S1,trigrams,how much highway,3,,0,,highway,1,0.3333333333333333,False
much highway integration,2,AC15,S1,trigrams,much highway integration,3,,0,,highway,1,0.3333333333333333,False
performs the essential,2,AC15,S1,trigrams,performs essential,2,,0,,,0,0.0,False
cloud review and,2,AC15,S1,trigrams,cloud review,2,,0,,cloud,1,0.5,False
their typical turnaround,2,AC15,S1,trigrams,typical turnaround,2,,0,,,0,0.0,False
typical turnaround how,2,AC15,S1,trigrams,typical turnaround how,3,,0,,,0,0.0,False
emergency management integration,2,AC15,S1,trigrams,emergency management integration,3,,0,,,0,0.0,False
whichever vendor you,2,AC15,S1,trigrams,whichever vendor,2,,0,,vendor,1,0.5,False
supply chain fragility,2,AC15,S1,trigrams,supply chain fragility,3,,0,,supply chain,1,0.6666666666666666,False
