Scenario 7 - Quadgrams,,,,,,,,,
CONTROL,,AC15,,AC15P,,HYBRID_3_5,,HYBRID_SEMANTIC,
Quadgram,Count,Quadgram,Count,Quadgram,Count,Quadgram,Count,Quadgram,Count
if you tell me,13,if you tell me,14,i can help you,15,if you tell me,12,if you tell me,14
i can help you,13,i can help you,13,if you tell me,14,i can help you,10,i can help you,14
keep your home base,11,keep your home base,7,what you may not,9,tell me the country,9,tell me the country,9
do you want children,6,keep an exit fund,7,you may not be,9,do you want children,8,what you may be,9
can help you draft,6,if you can t,7,may not be seeing,8,if you can t,7,whether she wants children,8
help you draft a,6,how to surface it,7,your home country and,7,me the country and,7,you may be missing,8
keeping your home base,5,do you want children,5,you can afford alone,6,how to surface it,7,do you want children,7
if you want tell,5,an exit fund don,5,i want us to,6,you tell me the,6,you tell me the,7
you want tell me,5,exit fund don t,5,do you want children,5,if you want tell,6,me the country and,6
tell me the country,5,don t want to,5,if you can t,5,you want tell me,6,so you don t,6
don t want to,5,week ordinary life stay,5,if we live together,4,you may not want,6,keep your home base,6
what happens if you,4,an exit fund and,5,can afford alone in,4,may not want to,6,if you want tell,6
where you d live,4,a practical way to,5,afford alone in your,4,not want to see,6,you want tell me,6
what would make you,4,where you d live,4,alone in your name,4,keep your home base,5,if yes what timeline,5
you don t want,4,what would you expect,4,in a way that,4,you re not ready,4,i don t want,5
you don t need,4,return to my country,4,you i can help,4,what happens if you,4,the country and whether,5
you tell me the,4,i don t want,4,if you want tell,4,in a way that,4,can help you draft,5
i don t want,4,and i want to,4,you want tell me,4,what would you want,4,help you draft a,5
me the country and,4,can help you turn,4,so you re not,4,a longer normal life,4,i ll help you,5
the country and whether,4,so you re not,4,i don t want,4,trial relocation months with,3,how would we handle,4
i can suggest the,4,and i ll help,4,care is plan a,4,before any permanent move,3,what would you expect,4
for both of you,4,i ll help you,4,so you don t,4,if it doesn t,3,the country and your,4
if you can t,4,i want to do,4,you don t need,4,if the answer is,3,at the same time,4
you tell me what,4,in a way that,4,tell me whether you,4,i m serious about,3,don t want to,4
look like to you,3,if you want tell,4,don t want to,4,i want to do,3,she wants children and,4
you want children if,3,you want tell me,4,you can t know,4,want to do this,3,yes what timeline feels,4
want children if yes,3,for both of you,3,or rent your own,4,what we re building,3,what you ve shared,4
doesn t consume her,3,family expect from a,3,rent your own place,4,does she want children,3,rent don t buy,4
t consume her life,3,a long term partner,3,a practical way to,3,a practical way to,3,a month trial stay,4
in a new country,3,if yes what timeline,3,with a clear exit,3,e g week and,3,you don t need,4
you tell me which,3,work your normal hours,3,what you re describing,3,your home base and,3,and i ll help,4
i want to do,3,don t merge finances,3,you re describing is,3,you expect from a,3,kids marriage money family,4
and whether you d,3,don t buy property,3,rental in your name,3,expect from a partner,3,you tell me what,4
i m serious about,3,medical power of attorney,3,in your name separate,3,it s not working,3,avoided because it can,4
m serious about you,3,get independent legal advice,3,your name separate finances,3,if you want to,3,would you be willing,3
money and family obligations,3,do you want marriage,3,about you and i,3,what would make you,3,you be willing to,3
what would you expect,3,evidence you re not,3,before any permanent move,3,would make you feel,3,if you need to,3
don t buy property,3,you tell me which,3,if the answer is,3,you re not being,3,help you turn this,3
a month normal life,3,tell me which country,3,country she s in,3,if she wants children,3,you turn this into,3
about kids marriage family,3,which country she s,3,she s in and,3,what feels fair to,3,turn this into a,3
for you i can,3,country she s in,3,and yours and whether,3,feels fair to you,3,pre commit to a,3
at the same time,3,and your citizenship i,3,children are on the,3,longer normal life stay,3,you don t renegotiate,3
for your children and,3,your citizenship i can,3,are on the table,3,you tell me a,3,don t renegotiate under,3
meet more of her,3,you don t want,3,on the table for,3,i don t want,3,what timeline feels right,3
i ll help you,3,look like to you,3,either of you i,3,health insurance that covers,3,if my health changes,3
your children and your,3,want children if yes,3,of you i can,3,you attend without her,3,a practical way to,3
home base for a,3,children if yes what,3,children if yes what,3,so you re not,3,would you want us,3
base for a year,3,for the first year,3,if yes what timeline,3,if i have a,3,you want us to,3
can suggest the most,3,an week ordinary life,3,what would you need,3,the country and your,3,and whether she wants,3
if she wants children,3,maintain an exit fund,3,what would you expect,3,you want children how,3,protect the relationship from,3
what do you need,3,i can suggest the,3,would you expect from,3,want children how strongly,3,no irreversible steps yet,3
and long term care,3,if you re incapacitated,3,i can suggest the,3,what role would you,3,before any permanent move,3
keep a home base,3,you tell me your,3,can suggest the most,3,i want to understand,3,if you share the,3
go no go criteria,3,you re not ready,3,in years you she,3,do it in stages,3,you share the country,3
more of her real,3,re not ready for,3,the country you d,3,it in stages so,3,share the country and,3
keeping my home base,3,if you don t,3,can help you turn,3,the country and what,3,in a way that,3
say not yet to,3,exit fund and a,3,this into a concrete,3,how important is it,3,and you don t,3
happens if you get,3,do you imagine we,3,home country and hers,3,want tell me the,3,you can say i,3
what you don t,2,rent don t buy,3,activities not centered on,3,want to see that,3,so you re not,3
even if she hasn,2,if she s sincere,3,not centered on her,3,before you ve tested,2,what would make you,3
if she hasn t,2,so we don t,3,this doesn t work,3,you ve tested ordinary,2,would make you feel,3
what are you hoping,2,i m choosing you,3,she s willing to,3,with a year gap,2,what country this is,3
are you hoping i,2,m choosing you seriously,3,you don t have,3,the goal isn t,2,you would relocate for,3
your life emotionally practically,2,want tell me what,3,don t have to,3,even if she s,2,if you can t,3
what would a respectful,2,so you don t,3,you tell me whether,3,mean don t do,2,money norms family obligations,3
would a respectful separation,2,so it doesn t,3,marriage money model family,3,don t do it,2,what do you expect,3
a respectful separation look,2,you tell me what,3,money model family obligations,3,what does serious mean,2,if it doesn t,3
respectful separation look like,2,weekly activity without her,3,last chance pressure is,3,does serious mean to,2,it doesn t work,3
children if yes what,2,your home base don,3,separate finances no loans,3,how do you want,2,i want to do,3
if yes what timeline,2,home base don t,3,exit plan cash logistics,3,what did you learn,2,she supports your independence,3
day to day what,2,can be genuine and,2,where complex care happens,3,out loud if i,2,another trial split base,3
how does your family,2,be genuine and still,2,checkpoints on the calendar,3,want your life to,2,where complex care happens,3
does your family view,2,if it doesn t,2,kids marriage money family,3,would you consider living,2,she hasn t asked,2
at least one planned,2,it doesn t work,2,it s a good,3,you consider living part,2,hasn t asked for,2
if you stay together,2,even if she hasn,2,what would you want,3,consider living part time,2,t asked for money,2
you ve lived normal,2,if she hasn t,2,if she s sincere,3,re not ready to,2,marriage do you want,2
ve lived normal life,2,motivations could be love,2,what to clarify how,3,not ready to relocate,2,you want children if,2
lived normal life together,2,it s a mix,2,not be seeing you,3,any permanent move keep,2,want children if yes,2
normal life together for,2,mean don t do,2,me whether you ll,3,permanent move keep your,2,children if yes what,2
life together for months,2,don t do it,2,whether you ll stay,3,move keep your home,2,what feels fair to,2
what each of you,2,if i live there,2,your own place and,3,it doesn t work,2,feels fair to you,2
each of you is,2,i live there what,2,stay with her or,3,pre existing conditions and,2,would you expect from,2
this is not pessimism,2,exclusive what counts as,2,with her or rent,3,you d actually use,2,you expect from me,2
is not pessimism it,2,what counts as cheating,2,her or rent your,3,your need to go,2,protects both of you,2
not pessimism it s,2,counts as cheating how,2,go no go criteria,3,need to go slowly,2,in my home country,2
willing to be a,2,as cheating how do,2,and what isn t,2,that require you to,2,would we handle it,2
to return home for,2,what does her family,2,weeks in person is,2,to isolate you from,2,your risk checks a,2
don t relocate permanently,2,does her family expect,2,for your parents siblings,2,isolate you from independent,2,sessions with a couples,2
she respects your need,2,her family expect from,2,your parents siblings now,2,still have been a,2,with a couples counselor,2
respects your need for,2,expect from a long,2,children does she want,2,the answer is no,2,on marriage kids money,2
your need for a,2,from a long term,2,does she want them,2,am i choosing her,2,where to live long,2
need for a staged,2,does she want marriage,2,at this is time,2,or choosing relief from,2,to live long term,2
tell me which country,2,if i can t,2,this is time sensitive,2,choosing relief from loneliness,2,rent your own place,2
life that isn t,2,not just curated introductions,2,as a reversible experiment,2,you re at higher,2,your own place or,2
alive again is a,2,reversible keep your home,2,in your name with,2,re at higher risk,2,even if you spend,2
don t have to,2,your home base if,2,your name with a,2,at higher risk of,2,if you spend most,2
while you re in,2,keep the ability to,2,name with a clear,2,supports a staged plan,2,you spend most nights,2
because i m serious,2,don t ship everything,2,or at least a,2,if you re not,2,spend most nights together,2
want to do this,2,after you ve seen,2,track how often you,2,m serious about us,2,clear shared expense method,2
to do this carefully,2,you ve seen the,2,how often you feel,2,and i want to,2,need to return home,2
do this carefully a,2,your plan if you,2,often you feel calm,2,or at least which,2,to return home quickly,2
time with her family,2,plan if you need,2,you feel calm vs,2,can help you outline,2,not cynicism it s,2
be moving this fast,2,will beneficiaries medical power,2,protect the relationship from,2,what you re describing,2,and whether children are,2
love they keep you,2,beneficiaries medical power of,2,a location where you,2,you ve found a,2,can help you turn,2
without killing the romance,2,if marriage becomes real,2,location where you can,2,a relationship can be,2,question becomes how do,2
are meaningful green flags,2,independent legal advice on,2,re describing is a,2,a good long term,2,becomes how do you,2
keep it warm and,2,legal advice on both,2,describing is a classic,2,way to honor the,2,if i slow down,2
it warm and non,2,advice on both sides,2,your non negotiables write,2,then ask what do,2,you can say to,2
i want to understand,2,if i don t,2,non negotiables write them,2,ask what do you,2,because it matters i,2
