Scenario 3 - Quadgrams,,,,,,,,,
CONTROL,,AC15,,AC15P,,HYBRID_3_5,,HYBRID_SEMANTIC,
Quadgram,Count,Quadgram,Count,Quadgram,Count,Quadgram,Count,Quadgram,Count
if you can t,9,if you can t,15,i can help you,13,if you can t,10,the series b milestone,9
delay for the hardware,6,i can help you,7,if you can t,10,technical authority sign off,7,i can help you,9
for the hardware fix,6,only if you can,6,if you tell me,7,i can help you,6,if you can t,8
in high interference zones,5,if any of these,5,corridors over haul roads,6,you re not ready,5,safety case for the,7
interference zones can shift,5,exclusions for interference triggered,5,if they won t,5,responsible technical authority sign,5,the safety case for,5
proposal a as stated,4,you can t meet,4,only if you can,5,over an active haul,5,an active haul road,5
service credits vs cash,4,turn this into a,4,can help you draft,5,an active haul road,5,to a predefined safe,4
at the service level,4,for interference triggered safety,4,you can t bound,5,re not ready for,4,sign the safety case,4
redundancy spares hot swap,4,you can t guarantee,4,the mining partner will,5,the series b milestone,4,a written safety case,4
descend where you are,4,explicit exclusions for interference,4,rev b shielding or,5,if you tell me,4,if any of these,4
can still be a,3,at least one of,4,whether the mining partner,4,the resignation threat is,4,must be true you,4
land where you are,3,supported operating envelope v1,4,interference zones may shift,4,an entry into service,4,if the chief architect,4
if they won t,3,the ghost edge case,3,limited availability early access,4,non stationary emi risk,4,case for the early,4
a signed safety case,3,a supported operating envelope,3,if any of those,3,chief architect or designated,4,for the early access,4
the hardware shielding revision,3,in the supported envelope,3,help you draft a,3,architect or designated safety,4,the early access envelope,4
if you want i,3,and you can t,3,high interference magnetic environments,3,or designated safety authority,4,haul roads critical zones,4
you want i can,3,you can t bound,3,the series b milestone,3,for the shielding revision,4,in environments where the,3
a high probability of,3,if you tell me,3,exposure you can t,3,the safety case and,4,in the next hours,3
tranche based series b,3,the chief systems architect,3,if you share the,3,delay for hardware fix,3,the chief systems architect,3
if the bridge is,3,for the hardware fix,3,no or capped downtime,3,you don t have,3,if they won t,3
i can help you,3,interference triggered safety landings,3,or capped downtime penalties,3,if any of these,3,series b milestone language,3
unless you can prove,3,then proposal a as,3,after rev b shielding,3,standard if you can,3,can help you draft,3
a constrained commercial deployment,3,proposal a as originally,3,if they insist on,3,if you share the,3,any of these are,3
across the full site,3,as a stop ship,3,mutually agreed acceptance metrics,3,only if you can,3,nuisance it s a,3
i can tell you,3,a stop ship for,3,of these are true,3,so you re not,3,if you tell me,3
e g climb hold,3,if you paste the,3,what would make it,3,production loss pass through,3,what you should do,3
you can t bound,3,a safety hover landing,3,if any of these,3,penalty clause redacted i,3,will you stay and,3
in high magnetic interference,3,need at least one,3,and b whether the,3,if they won t,3,i can tell you,3
early access program eap,3,any of these are,3,b whether the mining,3,the chief architect s,3,if you paste the,3
if interference zones can,3,because interference zones can,3,mining partner will accept,3,zones can shift and,3,doesn t equal site,3
outside the qualified envelope,3,interference zones can shift,3,partner will accept a,3,or equivalent root cause,3,delay for the hardware,3
scoped to the qualified,3,the failure mode is,3,with capped no penalties,3,within a defined operating,3,for the hardware fix,3
to the qualified odd,3,launch this quarter but,3,within qualified zones under,3,a defined operating envelope,3,the hardware fix or,3
to a known safe,3,within a certified operating,3,mitigation is not bounded,3,defined operating envelope with,3,yes you have a,3
an active haul road,3,a certified operating envelope,3,delay for the hardware,3,operating envelope with remote,3,but only if you,3
hover descend where you,3,until rev b or,3,sla after rev b,3,envelope with remote support,3,a pilot acceptance phase,3
your safety authority won,3,if you don t,3,safety reliability case for,3,with remote support for,3,architect won t sign,3
safety authority won t,3,launch this quarter only,3,you can t meet,3,remote support for exceptions,3,use skyhaul s delay,3
authority won t sign,3,the series b milestone,3,in unbounded emi environments,3,interference zones may shift,3,the series b lead,3
if any of these,2,early access program eap,3,chief architect sign off,3,penalties begin only after,3,where the edge case,3
of these are true,2,i can tell you,3,safety hover over an,3,authority sign off chief,3,the edge case can,3
injury property damage regulatory,2,an active haul road,3,hover over an active,3,sign off chief architect,3,edge case can occur,3
a written safety case,2,no hover no land,3,over haul roads and,3,bounded entry into service,3,capped convert customer prepay,3
written safety case hazard,2,a truck for minutes,3,qualified low emi sites,3,entry into service eis,3,a defensible safety reliability,3
safety case hazard analysis,2,roads decks work faces,3,chief architect signs the,3,launch that is real,3,written safety case for,3
case hazard analysis fmea,2,max time to clear,3,but only if it,2,an early access program,3,over an active haul,3
the chief systems architect,2,you can use with,3,only if it s,2,a written safety case,3,early access production pilot,3
systems architect can sign,2,will launch this quarter,3,let p_hi fraction of,2,dated plan for the,3,launch this quarter only,3
as part of the,2,an operating envelope that,2,p_hi fraction of flights,2,plan for the shielding,3,for the shielding fix,3
if you can bound,2,operating envelope that makes,2,fraction of flights that,2,the shielding revision or,3,you must be able,2
sign the safety case,2,envelope that makes the,2,day flights day p_event_total,2,resignation threat is real,3,must be able to,2
you re in b,2,unreliable before you can,2,p_hi p_event_total incidents day,2,do in the next,3,you don t have,2
high interference zones is,2,before you can fix,2,p_event_total incidents day every,2,in the next hours,3,in high interference zones,2
safety case sign off,2,safe hover then descend,2,incidents day every days,2,commercial pilot limited availability,2,will almost certainly see,2
signed safety case and,2,viable only if you,2,the chief systems architect,2,in high interference conditions,2,almost certainly see it,2
a non negotiable hardware,2,transition to a more,2,chief systems architect two,2,all of the following,2,is viable only if,2
what you ve shared,2,to a more robust,2,systems architect two lead,2,proposal a is only,2,if all of the,2
this quarter only if,2,a more robust nav,2,architect two lead engineers,2,sign a safety case,2,all of the following,2
while continuing the hardware,2,more robust nav mode,2,global launch messaging if,2,safety case for the,2,you re not ready,2
or delay for the,2,proposal a can be,2,bounded operating envelope site,2,don t have an,2,re not ready to,2
the hardware fix if,2,we are not shipping,2,proposal a isn t,2,limited availability this quarter,2,true the hardware fix,2
i ll tell you,2,are not shipping a,2,convert commercial launch into,2,mandatory telemetry event logging,2,the hardware fix schedule,2
in high interference areas,2,a clearly bounded operating,2,c gated launch partial,2,why this is the,2,the ghost edge case,2
deployments within a defined,2,clearly bounded operating envelope,2,customers flights day and,2,sign off on a,2,ghost edge case is,2
within the stated envelope,2,bounded operating envelope with,2,if you answer those,2,deployments live or x,2,rtb to a predefined,2
want i can turn,2,you can t get,2,those i can help,2,so you don t,2,a predefined safe zone,2
i can turn this,2,constrained launch parallel hardware,2,within a defined envelope,2,any of these are,2,it with evidence that,2
can turn this into,2,de risked execution not,2,in high interference magnetic,2,of these are true,2,architect sign off conditions,2
turn this into a,2,per flights in supported,2,not ready for that,2,are true you cannot,2,you sign the safety,2
this into a one,2,you ship within an,2,you re not ready,2,you cannot guarantee safe,2,immediately engage the lead,2
into a one page,2,if you can restructure,2,a small set of,2,sign the safety case,2,as paid deployments with,2
strategic customer prepay smaller,2,you can restructure the,2,safety hover land events,2,losing the architect leads,2,paid deployments with controlled,2
customer prepay smaller bridge,2,can restructure the launch,2,what you can actually,2,explicit go no go,2,deployments with controlled availability,2
the series b now,2,restructure the launch into,2,must be able to,2,you are not ready,2,land where you are,2
if you share the,2,the launch into a,2,proposal a is only,2,proximity to people vehicles,2,safety case sign off,2
terms rate maturity covenants,2,enforce a supported operating,2,a simple decision test,2,in high magnetic interference,2,in the launch envelope,2
maturity covenants control rights,2,supported operating envelope that,2,runway months at current,2,triggering conditions with margin,2,site qualification runtime integrity,2
sanity check whether it,2,if you want share,2,probability of closing series,2,the ghost edge case,2,potentially reckless if it,2
check whether it s,2,not ready if the,2,of closing series b,2,not ready for ga,2,reckless if it predictably,2
it s not a,2,ghost edge case is,2,so you re not,2,safety architecture sign off,2,you re trying to,2
it can still be,2,the supported envelope not,2,redefine the series b,2,raises the chance of,2,or launch in a,2
if it can occur,2,for mission disrupting events,2,to reduce single lender,2,the chance of failure,2,commercial availability paid deployments,2
it as safety relevant,2,events recovery time distribution,2,reduce single lender control,2,bridge terms can be,2,paid deployments in qualified,2
even if it s,2,recovery time distribution p50,2,can help you sanity,2,and losing the architect,2,deployments in qualified sites,2
that s not a,2,time distribution p50 p95,2,help you sanity check,2,so it s not,2,the top bridge terms,2
if you tell me,2,not ready if you,2,you sanity check whether,2,you may avoid both,2,security covenants default triggers,2
high probability of losing,2,telemetry sufficient to reconstruct,2,sanity check whether the,2,the bridge s key,2,covenants default triggers warrants,2
probability of losing the,2,you can t detect,2,events day flights day,2,your current fallback is,2,default triggers warrants dilution,2
the resignation threat is,2,if the bridge terms,2,the system cannot guarantee,2,treat it as a,2,classify the bridge as,2
if you can keep,2,a high probability of,2,guarantee a safe landing,2,nuisance it s a,2,so you don t,2
you can keep the,2,ruin ruin happens if,2,a safe landing area,2,if you ship proposal,2,designated safe corridors landing,2
can keep the team,2,ruin happens if any,2,treat it as a,2,you ship proposal a,2,safe corridors landing zones,2
the series b launch,2,happens if any of,2,event rate in the,2,ship proposal a as,2,unless you can guarantee,2
a constrained commercial release,2,any of these become,2,expected flights day i,2,this quarter or b,2,you tell me whether,2
the bridge s top,2,of these become likely,2,flights day i can,2,quarter or b delay,2,outside designated safe zones,2
bridge s top terms,2,in a way that,2,day i can help,2,the least lethal financing,2,a defensible operating envelope,2
