ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
risk while keeping,2,AC15,S1,trigrams,risk while keeping,3,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
costs blow up,2,AC15,S1,trigrams,costs blow up,3,,0,,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,blow up|costs,False
schedule risk regardless,2,AC15P,S1,trigrams,schedule risk regardless,3,practicality_and_feasibility,2,risk|schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,risk|schedule,False
flexibility exit risk,2,AC15P,S1,trigrams,flexibility exit risk,3,practicality_and_feasibility|imagination_and_possibility,2,risk|flexibility,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
schedule risk we,2,AC15P,S1,trigrams,schedule risk,2,practicality_and_feasibility,2,risk|schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,risk|schedule,False
avoidable schedule risk,2,AC15P,S1,trigrams,avoidable schedule risk,3,practicality_and_feasibility,2,risk|schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,risk|schedule,False
risk vendor responsiveness,2,AC15P,S1,trigrams,risk vendor responsiveness,3,practicality_and_feasibility,1,risk,vendor,1,0.3333333333333333,False,warning,warning,1,1,0,1,,warning,risk,False
a risk managed,2,AC15P,S1,trigrams,risk managed,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
the overall risk,2,AC15P,S1,trigrams,overall risk,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
risk stack for,2,AC15P,S1,trigrams,risk stack,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
long term risk,2,CONTROL,S1,trigrams,long term risk,3,practicality_and_feasibility|temporal_dynamics,2,risk|long term,,0,0.0,False,temporal_projection|warning,temporal_projection.time_horizons|warning,2,2,1,1,temporal_projection,warning,long term|risk,False
risk while meeting,2,CONTROL,S1,trigrams,risk while meeting,3,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
approval risk that,2,CONTROL,S1,trigrams,approval risk,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
and escalation risk,2,CONTROL,S1,trigrams,escalation risk,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
essential infrastructure risk,2,CONTROL,S1,trigrams,essential infrastructure risk,3,practicality_and_feasibility,1,risk,infrastructure|essential infrastructure,2,0.6666666666666666,False,warning,warning,1,1,0,1,,warning,risk,False
governance risk architecture,2,CONTROL,S1,trigrams,governance risk architecture,3,practicality_and_feasibility,1,risk,architecture,1,0.3333333333333333,False,warning,warning,1,1,0,1,,warning,risk,False
and narrative risk,3,HYBRID_3_5,S1,trigrams,narrative risk,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
the two risks,2,HYBRID_3_5,S1,trigrams,two risks,2,practicality_and_feasibility,1,risks,,0,0.0,False,warning,warning,1,1,0,1,,warning,risks,False
risk dot preference,2,HYBRID_3_5,S1,trigrams,risk dot preference,3,practicality_and_feasibility,1,risk,dot,1,0.3333333333333333,False,warning,warning,1,1,0,1,,warning,risk,False
risk and narrative,2,HYBRID_3_5,S1,trigrams,risk narrative,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
narrative risk even,2,HYBRID_3_5,S1,trigrams,narrative risk even,3,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
at risk due,2,HYBRID_3_5,S1,trigrams,risk due,2,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
and continuity risks,2,HYBRID_SEMANTIC,S1,trigrams,continuity risks,2,practicality_and_feasibility|temporal_dynamics,2,risks|continuity,,0,0.0,False,warning,warning,1,1,0,1,,warning,risks,False
continuity risks and,2,HYBRID_SEMANTIC,S1,trigrams,continuity risks,2,practicality_and_feasibility|temporal_dynamics,2,risks|continuity,,0,0.0,False,warning,warning,1,1,0,1,,warning,risks,False
chain risk than,2,HYBRID_SEMANTIC,S1,trigrams,chain risk than,3,practicality_and_feasibility,1,risk,,0,0.0,False,warning,warning,1,1,0,1,,warning,risk,False
real schedule threat,2,HYBRID_SEMANTIC,S1,trigrams,real schedule threat,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,schedule|threat,False
schedule threat modular,2,HYBRID_SEMANTIC,S1,trigrams,schedule threat modular,3,practicality_and_feasibility,1,schedule,modular,1,0.3333333333333333,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.resources_timing_conditions|warning,2,2,1,1,practical_considerations_and_execution,warning,schedule|threat,False
