scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S5,Scenario 5 - Trigrams,trigrams,AC15,created_at last_confirmed_at confidence,4,3,23,11094,0.000361,1,AC15,4,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;created,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Trigrams,trigrams,AC15,created_at last_confirmed_at confidence,4,3,23,11094,0.000361,1,AC15,4,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;created,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,click mark outdated,4,3,21,11094,0.000361,1,AC15,4,3,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,1,outdated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Trigrams,trigrams,AC15,deprecated created_at last_confirmed_at,3,3,50,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.25,False,practical_considerations_and_execution;temporal_projection;truth,3,confirm;confirmed;created;deprecat;deprecated,constraint_aligned,3,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency;truth:verification,3,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Trigrams,trigrams,AC15,deprecated created_at last_confirmed_at,3,3,50,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.25,False,practical_considerations_and_execution;temporal_projection;truth,3,confirm;confirmed;created;deprecat;deprecated,constraint_aligned,3,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency;truth:verification,3,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Trigrams,trigrams,AC15,deprecated created_at last_confirmed_at,3,3,50,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.25,False,practical_considerations_and_execution;temporal_projection;truth,3,confirm;confirmed;created;deprecat;deprecated,constraint_aligned,3,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency;truth:verification,3,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,constraint convention confirmedfix,3,3,46,11094,0.00027,1,AC15,3,3,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;constrain;constraint,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Trigrams,trigrams,AC15,constraint convention confirmedfix,3,3,46,11094,0.00027,1,AC15,3,3,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;constrain;constraint,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,superseded deprecated created_at,3,3,74,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.333333,False,practical_considerations_and_execution;temporal_projection,2,created;deprecat;deprecated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Trigrams,trigrams,AC15,superseded deprecated created_at,3,3,74,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.333333,False,practical_considerations_and_execution;temporal_projection,2,created;deprecat;deprecated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Trigrams,trigrams,AC15,conventions confirmed fixes,3,3,48,11094,0.00027,1,AC15,3,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,truth,1,confirm;confirmed,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,manual context ux,3,3,65,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,context,1,0.333333,False,practical_considerations_and_execution,1,context,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Trigrams,trigrams,AC15,decaying cited evidence,2,3,153,11094,0.00018,1,AC15,2,3,1.0,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False,temporal_projection;truth,2,decaying;evidence,constraint_aligned,2,0,temporal_projection:decay_and_currency;truth:verification,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Trigrams,trigrams,AC15,decaying cited evidence,2,3,153,11094,0.00018,1,AC15,2,3,1.0,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False,temporal_projection;truth,2,decaying;evidence,constraint_aligned,2,0,temporal_projection:decay_and_currency;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,rationale constraints alternatives,2,3,291,11094,0.00018,1,AC15,2,3,1.0,,False,imagination_and_possibility;practicality_and_feasibility,2,alternatives;constraints,,0,0.0,False,imagination_and_possibility;practical_considerations_and_execution,2,alternatives;constrain;constraints,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;practical_considerations_and_execution:constraints_and_tradeoffs,2,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Trigrams,trigrams,AC15,rationale constraints alternatives,2,3,291,11094,0.00018,1,AC15,2,3,1.0,,False,imagination_and_possibility;practicality_and_feasibility,2,alternatives;constraints,,0,0.0,False,imagination_and_possibility;practical_considerations_and_execution,2,alternatives;constrain;constraints,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;practical_considerations_and_execution:constraints_and_tradeoffs,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Trigrams,trigrams,AC15,evidence not authority,2,3,172,11094,0.00018,1,AC15,2,2,0.6667,,False,truth_and_fact,1,evidence,,0,0.0,False,autonomy_sovereignty;truth,2,authority;evidence,constraint_aligned;cross_cutting,1,1,autonomy_sovereignty:single_word_markers;truth:verification,2,autonomy_sovereignty,cross_cutting,single_word_markers
S5,Scenario 5 - Trigrams,trigrams,AC15,evidence not authority,2,3,172,11094,0.00018,1,AC15,2,2,0.6667,,False,truth_and_fact,1,evidence,,0,0.0,False,autonomy_sovereignty;truth,2,authority;evidence,constraint_aligned;cross_cutting,1,1,autonomy_sovereignty:single_word_markers;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,hard constraints from,2,3,198,11094,0.00018,1,AC15,2,2,0.6667,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution;surfacing,2,constrain;constraints;hard,constraint_aligned;cross_cutting,1,1,practical_considerations_and_execution:constraints_and_tradeoffs;surfacing:friction_exposed,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Trigrams,trigrams,AC15,hard constraints from,2,3,198,11094,0.00018,1,AC15,2,2,0.6667,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution;surfacing,2,constrain;constraints;hard,constraint_aligned;cross_cutting,1,1,practical_considerations_and_execution:constraints_and_tradeoffs;surfacing:friction_exposed,2,surfacing,cross_cutting,friction_exposed
S5,Scenario 5 - Trigrams,trigrams,AC15,inferred evidence_refs pr,2,3,219,11094,0.00018,1,AC15,2,3,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence;inferred,constraint_aligned,1,0,truth:fact_vs_interpretation;truth:verification,2,truth,constraint_aligned,fact_vs_interpretation
S5,Scenario 5 - Trigrams,trigrams,AC15,inferred evidence_refs pr,2,3,219,11094,0.00018,1,AC15,2,3,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence;inferred,constraint_aligned,1,0,truth:fact_vs_interpretation;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,always show source,2,3,95,11094,0.00018,1,AC15,2,3,1.0,,False,truth_and_fact,1,source,,0,0.0,False,truth,1,source,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Trigrams,trigrams,AC15,as decaying cited,2,3,103,11094,0.00018,1,AC15,2,2,0.6667,,False,temporal_dynamics,1,decaying,,0,0.0,False,temporal_projection,1,decaying,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
