scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S1,Scenario 1 - Trigrams,trigrams,AC15,make us wrong,6,3,37,18023,0.000333,1,AC15,6,2,0.6667,,False,,0,,,0,0.0,False,surfacing,1,wrong,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S1,Scenario 1 - Trigrams,trigrams,AC15,near term opex,5,3,59,18023,0.000277,1,AC15,5,3,1.0,,False,temporal_dynamics,1,near term,,0,0.0,False,temporal_projection,1,near term,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S1,Scenario 1 - Trigrams,trigrams,AC15,config portability transition,4,3,81,18023,0.000222,1,AC15,4,3,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,1,transit;transition,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Trigrams,trigrams,AC15,timeline and required,3,3,249,18023,0.000166,1,AC15,3,2,0.6667,,False,practicality_and_feasibility;temporal_dynamics,1,timeline,,0,0.0,False,practical_considerations_and_execution,1,timeline,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Trigrams,trigrams,AC15,acceptance testing that,3,3,120,18023,0.000166,1,AC15,3,2,0.6667,,False,,0,,,0,0.0,False,truth,1,testing,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S1,Scenario 1 - Trigrams,trigrams,AC15,long term dependency,2,3,616,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility;temporal_dynamics,2,dependency;long term,,0,0.0,False,practical_considerations_and_execution;temporal_projection,2,dependency;long term,constraint_aligned,2,0,practical_considerations_and_execution:resources_timing_conditions;temporal_projection:time_horizons,2,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Trigrams,trigrams,AC15,long term dependency,2,3,616,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility;temporal_dynamics,2,dependency;long term,,0,0.0,False,practical_considerations_and_execution;temporal_projection,2,dependency;long term,constraint_aligned,2,0,practical_considerations_and_execution:resources_timing_conditions;temporal_projection:time_horizons,2,temporal_projection,constraint_aligned,time_horizons
S1,Scenario 1 - Trigrams,trigrams,AC15,a phased start,2,3,285,18023,0.000111,1,AC15,2,2,0.6667,,False,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution;temporal_projection,2,phas;phased;start,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:change_and_rate,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S1,Scenario 1 - Trigrams,trigrams,AC15,a phased start,2,3,285,18023,0.000111,1,AC15,2,2,0.6667,,False,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution;temporal_projection,2,phas;phased;start,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:change_and_rate,2,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Trigrams,trigrams,AC15,documented formats transition,2,3,465,18023,0.000111,1,AC15,2,3,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection;truth,2,documented;transit;transition,constraint_aligned,2,0,temporal_projection:change_and_rate;truth:verification,2,temporal_projection,constraint_aligned,change_and_rate
