ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
data config portability transition,4,AC15,S1,quadgrams,data config portability transition,4,truth_and_fact|temporal_dynamics,2,transition|data,,0,0.0,False
timeline and required controls,3,AC15,S1,quadgrams,timeline required controls,3,practicality_and_feasibility,1,timeline,,0,0.0,False
data config portability and,3,AC15,S1,quadgrams,data config portability,3,truth_and_fact,1,data,,0,0.0,False
config portability transition assistance,3,AC15,S1,quadgrams,config portability transition assistance,4,temporal_dynamics,1,transition,,0,0.0,False
with timeline and required,2,AC15,S1,quadgrams,timeline required,2,practicality_and_feasibility,1,timeline,,0,0.0,False
a concrete critical path,2,AC15,S1,quadgrams,concrete critical path,3,practicality_and_feasibility,1,concrete,,0,0.0,False
controllers data config portability,2,AC15,S1,quadgrams,controllers data config portability,4,truth_and_fact,1,data,controller|controllers,2,0.25,False
in standard controllers data,2,AC15,S1,quadgrams,standard controllers data,3,truth_and_fact,1,data,controller|controllers,2,0.3333333333333333,False
standard controllers data ownership,2,AC15,S1,quadgrams,standard controllers data ownership,4,truth_and_fact,1,data,controller|controllers,2,0.25,False
less long run evidence,2,AC15,S1,quadgrams,less long run evidence,4,truth_and_fact,1,evidence,,0,0.0,False
concrete way standard controllers,2,AC15,S1,quadgrams,concrete way standard controllers,4,practicality_and_feasibility,1,concrete,controller|controllers,2,0.25,False
maintenance cost reduction vs,2,AC15,S1,quadgrams,maintenance cost reduction vs,4,practicality_and_feasibility,1,cost,,0,0.0,False
on schedule if novagrid,2,AC15,S1,quadgrams,schedule novagrid,2,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False
schedule if novagrid can,2,AC15,S1,quadgrams,schedule novagrid,2,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False
a week selection window,2,AC15,S1,quadgrams,week selection window,3,temporal_dynamics,1,window,,0,0.0,False
cost to maintain the,2,AC15,S1,quadgrams,cost maintain,2,practicality_and_feasibility,1,cost,,0,0.0,False
configurations logs performance data,2,AC15,S1,quadgrams,configurations logs performance data,4,truth_and_fact,1,data,,0,0.0,False
a phased notice to,2,AC15,S1,quadgrams,phased notice,2,temporal_dynamics,1,phased,,0,0.0,False
phased notice to proceed,2,AC15,S1,quadgrams,phased notice proceed,3,temporal_dynamics,1,phased,,0,0.0,False
a phased start and,2,AC15,S1,quadgrams,phased start,2,temporal_dynamics,1,phased,,0,0.0,False
and lock in risk,2,AC15,S1,quadgrams,lock risk,2,practicality_and_feasibility,1,risk,lock in,1,0.5,False
fewest external blockers civitas,2,AC15,S1,quadgrams,fewest external blockers civitas,4,practicality_and_feasibility,1,blockers,civitas,1,0.25,False
schedule exhibit with long,2,AC15,S1,quadgrams,schedule exhibit long,3,practicality_and_feasibility,1,schedule,,0,0.0,False
cost and complexity that,2,AC15,S1,quadgrams,cost complexity,2,practicality_and_feasibility,1,cost,,0,0.0,False
more predictable near term,2,AC15,S1,quadgrams,more predictable near term,4,temporal_dynamics,1,near term,,0,0.0,False
predictable near term opex,2,AC15,S1,quadgrams,predictable near term opex,4,temporal_dynamics,1,near term,,0,0.0,False
in documented formats transition,2,AC15,S1,quadgrams,documented formats transition,3,temporal_dynamics,1,transition,,0,0.0,False
documented formats transition assistance,2,AC15,S1,quadgrams,documented formats transition assistance,4,temporal_dynamics,1,transition,,0,0.0,False
formats transition assistance defined,2,AC15,S1,quadgrams,formats transition assistance defined,4,temporal_dynamics,1,transition,,0,0.0,False
data ownership full export,7,AC15P,S1,quadgrams,data ownership full export,4,truth_and_fact,1,data,,0,0.0,False
transition assistance clause pre,5,AC15P,S1,quadgrams,transition assistance clause pre,4,temporal_dynamics,1,transition,,0,0.0,False
a week award window,3,AC15P,S1,quadgrams,week award window,3,temporal_dynamics,1,window,,0,0.0,False
one failure council budget,3,AC15P,S1,quadgrams,one failure council budget,4,practicality_and_feasibility,1,budget,,0,0.0,False
failure council budget chair,3,AC15P,S1,quadgrams,failure council budget chair,4,practicality_and_feasibility,1,budget,,0,0.0,False
becomes a schedule risk,2,AC15P,S1,quadgrams,becomes schedule risk,3,practicality_and_feasibility,2,risk|schedule,,0,0.0,False
schedule risk regardless of,2,AC15P,S1,quadgrams,schedule risk regardless,3,practicality_and_feasibility,2,risk|schedule,,0,0.0,False
term cost continuity controls,2,AC15P,S1,quadgrams,term cost continuity controls,4,practicality_and_feasibility|temporal_dynamics,2,cost|continuity,,0,0.0,False
schedule risk we are,2,AC15P,S1,quadgrams,schedule risk,2,practicality_and_feasibility,2,risk|schedule,,0,0.0,False
logs detector data in,2,AC15P,S1,quadgrams,logs detector data,3,truth_and_fact,1,data,,0,0.0,False
access transition assistance clause,2,AC15P,S1,quadgrams,access transition assistance clause,4,temporal_dynamics,1,transition,,0,0.0,False
waiver friction essential infrastructure,2,AC15P,S1,quadgrams,waiver friction essential infrastructure,4,practicality_and_feasibility,1,friction,infrastructure|essential infrastructure|waiver,3,0.75,True
without punitive fees transition,2,AC15P,S1,quadgrams,without punitive fees transition,4,temporal_dynamics,1,transition,,0,0.0,False
punitive fees transition assistance,2,AC15P,S1,quadgrams,punitive fees transition assistance,4,temporal_dynamics,1,transition,,0,0.0,False
risk vendor responsiveness and,2,AC15P,S1,quadgrams,risk vendor responsiveness,3,practicality_and_feasibility,1,risk,vendor,1,0.3333333333333333,False
the week award constraint,2,AC15P,S1,quadgrams,week award constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
we chose the option,2,AC15P,S1,quadgrams,chose option,2,imagination_and_possibility,1,option,,0,0.0,False
reduce schedule certainty and,2,AC15P,S1,quadgrams,reduce schedule certainty,3,practicality_and_feasibility,1,schedule,,0,0.0,False
schedule certainty and increase,2,AC15P,S1,quadgrams,schedule certainty increase,3,practicality_and_feasibility,1,schedule,,0,0.0,False
certainty and increase lifecycle,2,AC15P,S1,quadgrams,certainty increase lifecycle,3,temporal_dynamics,1,lifecycle,,0,0.0,False
migrates in the future,2,AC15P,S1,quadgrams,migrates future,2,temporal_dynamics,1,future,,0,0.0,False
have procurement legal confirm,2,AC15P,S1,quadgrams,have procurement legal confirm,4,truth_and_fact,1,confirm,procurement,1,0.25,False
possible iteration it required,2,AC15P,S1,quadgrams,possible iteration required,3,imagination_and_possibility,1,possible,,0,0.0,False
the probability of schedule,2,AC15P,S1,quadgrams,probability schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False
probability of schedule slip,2,AC15P,S1,quadgrams,probability schedule slip,3,practicality_and_feasibility,1,schedule,,0,0.0,False
t delay start constraint,2,AC15P,S1,quadgrams,delay start constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
dependency inside a week,2,AC15P,S1,quadgrams,dependency inside week,3,practicality_and_feasibility,1,dependency,,0,0.0,False
window novagrid also triggers,2,AC15P,S1,quadgrams,window novagrid also triggers,4,temporal_dynamics,1,window,novagrid,1,0.25,False
risk stack for essential,2,AC15P,S1,quadgrams,risk stack essential,3,practicality_and_feasibility,1,risk,,0,0.0,False
approved substitutes data ownership,2,AC15P,S1,quadgrams,approved substitutes data ownership,4,truth_and_fact,1,data,,0,0.0,False
substitutes data ownership full,2,AC15P,S1,quadgrams,substitutes data ownership full,4,truth_and_fact,1,data,,0,0.0,False
long term o m,4,CONTROL,S1,quadgrams,long term o m,4,temporal_dynamics,1,long term,,0,0.0,False
o m cost predictability,4,CONTROL,S1,quadgrams,o m cost predictability,4,practicality_and_feasibility,1,cost,,0,0.0,False
to compete future components,3,CONTROL,S1,quadgrams,compete future components,3,temporal_dynamics,1,future,,0,0.0,False
preference for years operational,2,CONTROL,S1,quadgrams,preference years operational,3,practicality_and_feasibility,1,operational,,0,0.0,False
for years operational history,2,CONTROL,S1,quadgrams,years operational history,3,practicality_and_feasibility,1,operational,,0,0.0,False
data during major infrastructure,2,CONTROL,S1,quadgrams,data during major infrastructure,4,truth_and_fact,1,data,infrastructure,1,0.25,False
right to compete future,2,CONTROL,S1,quadgrams,right compete future,3,temporal_dynamics,1,future,,0,0.0,False
in interoperability exit options,2,CONTROL,S1,quadgrams,interoperability exit options,3,imagination_and_possibility,1,options,,0,0.0,False
the city s constraints,2,CONTROL,S1,quadgrams,city constraints,2,practicality_and_feasibility,1,constraints,,0,0.0,False
standard controllers data export,2,CONTROL,S1,quadgrams,standard controllers data export,4,truth_and_fact,1,data,controller|controllers,2,0.25,False
emergency services incident adaptive,2,CONTROL,S1,quadgrams,emergency services incident adaptive,4,temporal_dynamics,1,adaptive,adaptive,1,0.25,False
a higher governance risk,2,CONTROL,S1,quadgrams,higher governance risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
higher governance risk architecture,2,CONTROL,S1,quadgrams,higher governance risk architecture,4,practicality_and_feasibility,1,risk,architecture,1,0.25,False
term o m cost,2,CONTROL,S1,quadgrams,term o m cost,4,practicality_and_feasibility,1,cost,,0,0.0,False
cloud exception path practical,2,CONTROL,S1,quadgrams,cloud exception path practical,4,practicality_and_feasibility,1,practical,cloud,1,0.25,False
a revised schedule that,2,CONTROL,S1,quadgrams,revised schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False
revised schedule that still,2,CONTROL,S1,quadgrams,revised schedule still,3,practicality_and_feasibility,1,schedule,,0,0.0,False
schedule that still meets,2,CONTROL,S1,quadgrams,schedule still meets,3,practicality_and_feasibility,1,schedule,,0,0.0,False
procure spares independently data,2,CONTROL,S1,quadgrams,procure spares independently data,4,truth_and_fact,1,data,,0,0.0,False
spares independently data ownership,2,CONTROL,S1,quadgrams,spares independently data ownership,4,truth_and_fact,1,data,,0,0.0,False
independently data ownership export,2,CONTROL,S1,quadgrams,independently data ownership export,4,truth_and_fact,1,data,,0,0.0,False
the modular option avoids,2,CONTROL,S1,quadgrams,modular option avoids,3,imagination_and_possibility,1,option,modular,1,0.3333333333333333,False
modular option avoids the,2,CONTROL,S1,quadgrams,modular option avoids,3,imagination_and_possibility,1,option,modular,1,0.3333333333333333,False
option avoids the week,2,CONTROL,S1,quadgrams,option avoids week,3,imagination_and_possibility,1,option,,0,0.0,False
timing config performance data,2,CONTROL,S1,quadgrams,timing config performance data,4,truth_and_fact,1,data,,0,0.0,False
waiver week review uncertain,2,CONTROL,S1,quadgrams,waiver week review uncertain,4,truth_and_fact,1,uncertain,waiver,1,0.25,False
week review uncertain outcome,2,CONTROL,S1,quadgrams,week review uncertain outcome,4,truth_and_fact,1,uncertain,,0,0.0,False
scenario demo incident modes,2,CONTROL,S1,quadgrams,scenario demo incident modes,4,temporal_dynamics|imagination_and_possibility,1,scenario,,0,0.0,False
modular open controller option,4,HYBRID_3_5,S1,quadgrams,modular open controller option,4,imagination_and_possibility,1,option,controller|modular,2,0.5,False
