ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
click mark outdated,4,AC15,S5,trigrams,click mark outdated,3,temporal_dynamics,1,outdated,,0,0.0,False
conventions confirmed fixes,3,AC15,S5,trigrams,conventions confirmed fixes,3,truth_and_fact,1,confirmed,,0,0.0,False
superseded deprecated created_at,3,AC15,S5,trigrams,superseded deprecated created_at,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
deprecated created_at last_confirmed_at,3,AC15,S5,trigrams,deprecated created_at last_confirmed_at,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
constraint convention confirmedfix,3,AC15,S5,trigrams,constraint convention confirmedfix,3,practicality_and_feasibility,1,constraint,,0,0.0,False
rationale constraints alternatives,2,AC15,S5,trigrams,rationale constraints alternatives,3,practicality_and_feasibility|imagination_and_possibility,2,alternatives|constraints,,0,0.0,False
decaying cited evidence,2,AC15,S5,trigrams,decaying cited evidence,3,truth_and_fact|temporal_dynamics,2,decaying|evidence,,0,0.0,False
senior colleague continuity,2,AC15,S5,trigrams,senior colleague continuity,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
hard constraints from,2,AC15,S5,trigrams,hard constraints,2,practicality_and_feasibility,1,constraints,,0,0.0,False
continuity default use,2,AC15,S5,trigrams,continuity default use,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
memory type practical,2,AC15,S5,trigrams,memory type practical,3,practicality_and_feasibility,1,practical,memory,1,0.3333333333333333,False
chat evidence ttl,2,AC15,S5,trigrams,chat evidence ttl,3,truth_and_fact,1,evidence,,0,0.0,False
records decision constraint,2,AC15,S5,trigrams,records decision constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
approves low risk,2,AC15,S5,trigrams,approves low risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
evidence with ttl,2,AC15,S5,trigrams,evidence ttl,2,truth_and_fact,1,evidence,,0,0.0,False
you implement memory,2,AC15,S5,trigrams,implement memory,2,practicality_and_feasibility,1,implement,memory,1,0.5,False
implement memory as,2,AC15,S5,trigrams,implement memory,2,practicality_and_feasibility,1,implement,memory,1,0.5,False
t been confirmed,2,AC15,S5,trigrams,been confirmed,2,truth_and_fact,1,confirmed,,0,0.0,False
been confirmed in,2,AC15,S5,trigrams,been confirmed,2,truth_and_fact,1,confirmed,,0,0.0,False
confirmed in days,2,AC15,S5,trigrams,confirmed days,2,truth_and_fact,1,confirmed,,0,0.0,False
evidence not authority,2,AC15,S5,trigrams,evidence authority,2,truth_and_fact,1,evidence,,0,0.0,False
continuity but make,2,AC15,S5,trigrams,continuity make,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
the continuity argument,2,AC15,S5,trigrams,continuity argument,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
as decaying cited,2,AC15,S5,trigrams,decaying cited,2,temporal_dynamics,1,decaying,,0,0.0,False
always show source,2,AC15,S5,trigrams,always show source,3,truth_and_fact,1,source,,0,0.0,False
show source date,2,AC15,S5,trigrams,show source date,3,truth_and_fact,1,source,,0,0.0,False
we build continuity,2,AC15,S5,trigrams,build continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
types decision constraint,2,AC15,S5,trigrams,types decision constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
evidence index ei,2,AC15,S5,trigrams,evidence index ei,3,truth_and_fact,1,evidence,,0,0.0,False
code prompt constraints,2,AC15,S5,trigrams,code prompt constraints,3,practicality_and_feasibility,1,constraints,code,1,0.3333333333333333,False
prompt constraints only,2,AC15,S5,trigrams,prompt constraints,2,practicality_and_feasibility,1,constraints,,0,0.0,False
build continuity but,2,AC15,S5,trigrams,build continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
evidence lookup not,2,AC15,S5,trigrams,evidence lookup,2,truth_and_fact,1,evidence,,0,0.0,False
trust and cost,2,AC15,S5,trigrams,trust cost,2,practicality_and_feasibility,1,cost,,0,0.0,False
brief decisions constraints,2,AC15,S5,trigrams,brief decisions constraints,3,practicality_and_feasibility,1,constraints,,0,0.0,False
your own data,2,AC15,S5,trigrams,own data,2,truth_and_fact,1,data,,0,0.0,False
accepted superseded deprecated,6,AC15P,S5,trigrams,accepted superseded deprecated,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
decisions verified outcomes,6,AC15P,S5,trigrams,decisions verified outcomes,3,truth_and_fact,1,verified,,0,0.0,False
constraints verified outcomes,3,AC15P,S5,trigrams,constraints verified outcomes,3,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False
verified outcomes runbook,3,AC15P,S5,trigrams,verified outcomes runbook,3,truth_and_fact,1,verified,,0,0.0,False
superseded deprecated needs,3,AC15P,S5,trigrams,superseded deprecated needs,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
deprecated needs review,3,AC15P,S5,trigrams,deprecated needs review,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
style decisions verified,3,AC15P,S5,trigrams,style decisions verified,3,truth_and_fact,1,verified,,0,0.0,False
long term bias,2,AC15P,S5,trigrams,long term bias,3,truth_and_fact|temporal_dynamics,2,bias|long term,,0,0.0,False
decisions constraints verified,2,AC15P,S5,trigrams,decisions constraints verified,3,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False
bias the model,2,AC15P,S5,trigrams,bias model,2,truth_and_fact,1,bias,,0,0.0,False
makes continuity mostly,2,AC15P,S5,trigrams,makes continuity mostly,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
continuity mostly about,2,AC15P,S5,trigrams,continuity mostly about,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
to de risk,2,AC15P,S5,trigrams,de risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
staleness risk is,2,AC15P,S5,trigrams,staleness risk,2,practicality_and_feasibility,1,risk,staleness,1,0.5,False
constraint that steers,2,AC15P,S5,trigrams,constraint steers,2,practicality_and_feasibility,1,constraint,,0,0.0,False
t ship provenance,2,AC15P,S5,trigrams,ship provenance,2,truth_and_fact,1,provenance,,0,0.0,False
memory as claims,2,AC15P,S5,trigrams,memory claims,2,truth_and_fact,1,claims,memory,1,0.5,False
window branch artifact,2,AC15P,S5,trigrams,window branch artifact,3,temporal_dynamics,1,window,,0,0.0,False
a temporal failure,2,AC15P,S5,trigrams,temporal failure,2,temporal_dynamics,1,temporal,,0,0.0,False
evidence lookup with,2,AC15P,S5,trigrams,evidence lookup,2,truth_and_fact,1,evidence,,0,0.0,False
least misleading why,2,AC15P,S5,trigrams,least misleading,2,truth_and_fact,1,misleading,,0,0.0,False
superseding deprecating items,2,AC15P,S5,trigrams,superseding deprecating items,3,temporal_dynamics,1,deprecat,,0,0.0,False
checks when possible,2,AC15P,S5,trigrams,checks possible,2,imagination_and_possibility,1,possible,,0,0.0,False
possible paths symbols,2,AC15P,S5,trigrams,possible paths symbols,3,imagination_and_possibility,1,possible,,0,0.0,False
type time window,2,AC15P,S5,trigrams,type time window,3,temporal_dynamics,1,window,,0,0.0,False
time window status,2,AC15P,S5,trigrams,time window status,3,temporal_dynamics,1,window,,0,0.0,False
cited evidence lookup,2,AC15P,S5,trigrams,cited evidence lookup,3,truth_and_fact,1,evidence,,0,0.0,False
