ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
ttl vectors later,2,AC15,S5,trigrams,ttl vectors later,3,,0,,vector|vectors,2,0.3333333333333333,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
summaries records later,2,AC15,S5,trigrams,summaries records later,3,,0,,summaries,1,0.3333333333333333,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
long term bias,2,AC15P,S5,trigrams,long term bias,3,truth_and_fact|temporal_dynamics,2,bias|long term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,long term,False
window branch artifact,2,AC15P,S5,trigrams,window branch artifact,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
type time window,2,AC15P,S5,trigrams,type time window,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,time window|window,False
time window status,2,AC15P,S5,trigrams,time window status,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,time window|window,False
tags recency window,2,CONTROL,S5,trigrams,tags recency window,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
is long horizon,2,HYBRID_3_5,S5,trigrams,long horizon,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,horizon,False
long horizon and,2,HYBRID_3_5,S5,trigrams,long horizon,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,horizon,False
vectors later keep,2,HYBRID_3_5,S5,trigrams,vectors later keep,3,,0,,vector|vectors,2,0.3333333333333333,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
