ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
a week selection window,2,AC15,S1,quadgrams,week selection window,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
more predictable near term,2,AC15,S1,quadgrams,more predictable near term,4,temporal_dynamics,1,near term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,near term,False
predictable near term opex,2,AC15,S1,quadgrams,predictable near term opex,4,temporal_dynamics,1,near term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,near term,False
month support horizon with,2,AC15,S1,quadgrams,month support horizon,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,horizon,False
a week award window,3,AC15P,S1,quadgrams,week award window,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
window novagrid also triggers,2,AC15P,S1,quadgrams,window novagrid also triggers,4,temporal_dynamics,1,window,novagrid,1,0.25,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
long term o m,4,CONTROL,S1,quadgrams,long term o m,4,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,long term,False
ability to change later,2,CONTROL,S1,quadgrams,ability change later,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
interface documentation delivered early,2,CONTROL,S1,quadgrams,interface documentation delivered early,4,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
documentation delivered early milestone,2,CONTROL,S1,quadgrams,documentation delivered early milestone,4,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
delivered early milestone based,2,CONTROL,S1,quadgrams,delivered early milestone based,4,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
early milestone based payments,2,CONTROL,S1,quadgrams,early milestone based payments,4,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
predictable long term operating,3,HYBRID_3_5,S1,quadgrams,predictable long term operating,4,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,long term,False
less long horizon evidence,2,HYBRID_3_5,S1,quadgrams,less long horizon evidence,4,truth_and_fact,1,evidence,,0,0.0,False,temporal_projection|truth,temporal_projection.time_horizons|truth.verification,2,2,2,0,temporal_projection|truth,,evidence|horizon,False
most predictable long term,2,HYBRID_3_5,S1,quadgrams,most predictable long term,4,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,long term,False
spares plan delivered early,2,HYBRID_3_5,S1,quadgrams,spares plan delivered early,4,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|plan,False
must select in weeks,2,HYBRID_SEMANTIC,S1,quadgrams,must select weeks,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,in weeks,False
early maintenance reduction vs,2,HYBRID_SEMANTIC,S1,quadgrams,early maintenance reduction vs,4,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
spares delivered early a,2,HYBRID_SEMANTIC,S1,quadgrams,spares delivered early,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
early delivery of spares,2,HYBRID_SEMANTIC,S1,quadgrams,early delivery spares,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
