ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
market window without sacrificing,2,AC15,S3,quadgrams,market window without sacrificing,4,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
window without sacrificing the,2,AC15,S3,quadgrams,window without sacrificing,3,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,window,False
limited availability early access,4,AC15P,S3,quadgrams,limited availability early access,4,,0,,early access,1,0.5,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.constraints_and_tradeoffs|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|limited,False
successful series b later,2,AC15P,S3,quadgrams,successful series b later,4,,0,,series b,1,0.5,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
the early failure tax,2,AC15P,S3,quadgrams,early failure tax,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
early access is not,2,AC15P,S3,quadgrams,early access,2,,0,,early access,1,1.0,True,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
availability early access launch,2,AC15P,S3,quadgrams,availability early access launch,4,,0,,launch|early access,2,0.75,True,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|launch,False
commercial early access launch,2,CONTROL,S3,quadgrams,commercial early access launch,4,,0,,launch|early access,2,0.75,True,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|launch,False
case for the early,4,HYBRID_SEMANTIC,S3,quadgrams,case early,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
the early access envelope,4,HYBRID_SEMANTIC,S3,quadgrams,early access envelope,3,,0,,early access,1,0.6666666666666666,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
early access production pilot,3,HYBRID_SEMANTIC,S3,quadgrams,early access production pilot,4,imagination_and_possibility,1,pilot,early access,1,0.5,False,imagination_and_possibility|temporal_projection,imagination_and_possibility.path_toward_feasibility|temporal_projection.time_horizons,2,2,2,0,imagination_and_possibility|temporal_projection,,early|pilot,False
retrofit policy for early,2,HYBRID_SEMANTIC,S3,quadgrams,retrofit policy early,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
policy for early units,2,HYBRID_SEMANTIC,S3,quadgrams,policy early units,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
