ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
constrained launch parallel hardware,2,AC15,S3,quadgrams,constrained launch parallel hardware,4,practicality_and_feasibility,1,constrained,launch,1,0.25,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution|practical_considerations_and_execution.constraints_and_tradeoffs,1,2,1,0,practical_considerations_and_execution,,constrain|constrained|launch,False
de risked execution not,2,AC15,S3,quadgrams,de risked execution,3,practicality_and_feasibility,1,execution,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,execution,False
you ship within an,2,AC15,S3,quadgrams,ship within,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ship,False
can restructure the launch,2,AC15,S3,quadgrams,restructure launch,2,,0,,launch,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,launch,False
restructure the launch into,2,AC15,S3,quadgrams,restructure launch,2,,0,,launch,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,launch,False
even if you launch,2,AC15,S3,quadgrams,even launch,2,,0,,launch,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,launch,False
month if you launch,2,AC15,S3,quadgrams,month launch,2,,0,,launch,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,launch,False
whether you can implement,2,AC15P,S3,quadgrams,whether implement,2,practicality_and_feasibility,1,implement,,0,0.0,False,conditions|practical_considerations_and_execution,conditions|practical_considerations_and_execution.action_and_execution,2,2,1,1,practical_considerations_and_execution,conditions,implement|whether,False
global launch messaging if,2,AC15P,S3,quadgrams,global launch messaging,3,,0,,launch,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,launch,False
c gated launch partial,2,AC15P,S3,quadgrams,c gated launch partial,4,,0,,launch,1,0.25,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,launch,False
