ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
you implement memory,2,AC15,S5,trigrams,implement memory,2,practicality_and_feasibility,1,implement,memory,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
implement memory as,2,AC15,S5,trigrams,implement memory,2,practicality_and_feasibility,1,implement,memory,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
we build continuity,2,AC15,S5,trigrams,build continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,build,False
build continuity but,2,AC15,S5,trigrams,build continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,build,False
ll ship a,2,AC15,S5,trigrams,ll ship,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ship,False
continuum is implemented,2,AC15,S5,trigrams,continuum implemented,2,,0,,continuum,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
not ship remember,2,AC15,S5,trigrams,ship remember,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ship,False
t ship provenance,2,AC15P,S5,trigrams,ship provenance,2,truth_and_fact,1,provenance,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.action_and_execution|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,provenance|ship,False
build test commands,2,CONTROL,S5,trigrams,build test commands,3,,0,,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.action_and_execution|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,build|test,False
likely to create,2,CONTROL,S5,trigrams,likely create,2,,0,,,0,0.0,False,hedging|practical_considerations_and_execution,hedging|practical_considerations_and_execution.action_and_execution,2,2,1,1,practical_considerations_and_execution,hedging,create|likely,False
the main plan,2,HYBRID_3_5,S5,trigrams,main plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
create adr from,2,HYBRID_3_5,S5,trigrams,create adr,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,create,False
ship full vector,2,HYBRID_3_5,S5,trigrams,ship full vector,3,,0,,vector,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ship,False
start with keyword,2,HYBRID_SEMANTIC,S5,trigrams,start keyword,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,start,False
