ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
keep an exit fund,7,AC15,S7,quadgrams,keep exit fund,3,,0,,,0,0.0,False
an exit fund don,5,AC15,S7,quadgrams,exit fund,2,,0,,,0,0.0,False
exit fund don t,5,AC15,S7,quadgrams,exit fund,2,,0,,,0,0.0,False
week ordinary life stay,5,AC15,S7,quadgrams,week ordinary life stay,4,,0,,,0,0.0,False
an exit fund and,5,AC15,S7,quadgrams,exit fund,2,,0,,,0,0.0,False
family expect from a,3,AC15,S7,quadgrams,family expect,2,,0,,,0,0.0,False
don t merge finances,3,AC15,S7,quadgrams,merge finances,2,,0,,,0,0.0,False
get independent legal advice,3,AC15,S7,quadgrams,get independent legal advice,4,,0,,,0,0.0,False
and your citizenship i,3,AC15,S7,quadgrams,citizenship i,2,,0,,citizenship,1,0.5,False
your citizenship i can,3,AC15,S7,quadgrams,citizenship i,2,,0,,citizenship,1,0.5,False
an week ordinary life,3,AC15,S7,quadgrams,week ordinary life,3,,0,,,0,0.0,False
maintain an exit fund,3,AC15,S7,quadgrams,maintain exit fund,3,,0,,,0,0.0,False
exit fund and a,3,AC15,S7,quadgrams,exit fund,2,,0,,,0,0.0,False
weekly activity without her,3,AC15,S7,quadgrams,weekly activity without her,4,,0,,,0,0.0,False
may not be seeing,8,AC15P,S7,quadgrams,may seeing,2,,0,,,0,0.0,False
your home country and,7,AC15P,S7,quadgrams,home country,2,,0,,,0,0.0,False
can afford alone in,4,AC15P,S7,quadgrams,afford alone,2,,0,,alone,1,0.5,False
afford alone in your,4,AC15P,S7,quadgrams,afford alone,2,,0,,alone,1,0.5,False
alone in your name,4,AC15P,S7,quadgrams,alone name,2,,0,,alone,1,0.5,False
care is plan a,4,AC15P,S7,quadgrams,care plan,2,,0,,,0,0.0,False
or rent your own,4,AC15P,S7,quadgrams,rent own,2,,0,,,0,0.0,False
with a clear exit,3,AC15P,S7,quadgrams,clear exit,2,,0,,,0,0.0,False
rental in your name,3,AC15P,S7,quadgrams,rental name,2,,0,,,0,0.0,False
in your name separate,3,AC15P,S7,quadgrams,name separate,2,,0,,,0,0.0,False
your name separate finances,3,AC15P,S7,quadgrams,name separate finances,3,,0,,,0,0.0,False
and yours and whether,3,AC15P,S7,quadgrams,yours whether,2,,0,,,0,0.0,False
in years you she,3,AC15P,S7,quadgrams,years she,2,,0,,,0,0.0,False
