ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
authoritative project memory,5,AC15,S5,trigrams,authoritative project memory,3,,0,,memory|project memory,2,0.6666666666666666,False
project brief decisions,5,AC15,S5,trigrams,project brief decisions,3,,0,,,0,0.0,False
created_at last_confirmed_at confidence,4,AC15,S5,trigrams,created_at last_confirmed_at confidence,3,,0,,,0,0.0,False
high impact types,4,AC15,S5,trigrams,high impact types,3,,0,,,0,0.0,False
pr commit doc,4,AC15,S5,trigrams,pr commit doc,3,,0,,,0,0.0,False
decisions invariants conventions,3,AC15,S5,trigrams,decisions invariants conventions,3,,0,,,0,0.0,False
the authoritative layer,3,AC15,S5,trigrams,authoritative layer,2,,0,,,0,0.0,False
a authoritative project,3,AC15,S5,trigrams,authoritative project,2,,0,,,0,0.0,False
confidence user approved,3,AC15,S5,trigrams,confidence user approved,3,,0,,,0,0.0,False
user approved vs,3,AC15,S5,trigrams,user approved vs,3,,0,,,0,0.0,False
service module prefer,3,AC15,S5,trigrams,service module prefer,3,,0,,,0,0.0,False
ttl e g,3,AC15,S5,trigrams,ttl e g,3,,0,,,0,0.0,False
user approval for,3,AC15,S5,trigrams,user approval,2,,0,,,0,0.0,False
approval for high,3,AC15,S5,trigrams,approval high,2,,0,,,0,0.0,False
high impact items,3,AC15,S5,trigrams,high impact items,3,,0,,,0,0.0,False
link to adr,3,AC15,S5,trigrams,link adr,2,,0,,,0,0.0,False
vector first memory,3,AC15,S5,trigrams,vector first memory,3,,0,,memory|vector,2,0.6666666666666666,False
project memory apm,3,AC15,S5,trigrams,project memory apm,3,,0,,memory|project memory,2,0.6666666666666666,False
rbac aware retrieval,3,AC15,S5,trigrams,rbac aware retrieval,3,,0,,retrieval,1,0.3333333333333333,False
manual context ux,3,AC15,S5,trigrams,manual context ux,3,,0,,context,1,0.3333333333333333,False
adrs prs issues,8,AC15P,S5,trigrams,adrs prs issues,3,,0,,,0,0.0,False
issues runbooks postmortems,6,AC15P,S5,trigrams,issues runbooks postmortems,3,,0,,,0,0.0,False
filters repo branch,6,AC15P,S5,trigrams,filters repo branch,3,,0,,,0,0.0,False
over durable artifacts,6,AC15P,S5,trigrams,over durable artifacts,3,,0,,,0,0.0,False
adr style decisions,5,AC15P,S5,trigrams,adr style decisions,3,,0,,,0,0.0,False
artifacts adrs prs,5,AC15P,S5,trigrams,artifacts adrs prs,3,,0,,,0,0.0,False
branch artifact type,5,AC15P,S5,trigrams,branch artifact type,3,,0,,,0,0.0,False
brief accepted decisions,4,AC15P,S5,trigrams,brief accepted decisions,3,,0,,,0,0.0,False
runbooks postmortems selected,4,AC15P,S5,trigrams,runbooks postmortems selected,3,,0,,,0,0.0,False
postmortems selected logs,4,AC15P,S5,trigrams,postmortems selected logs,3,,0,,,0,0.0,False
durable artifacts adrs,4,AC15P,S5,trigrams,durable artifacts adrs,3,,0,,,0,0.0,False
brief adr style,4,AC15P,S5,trigrams,brief adr style,3,,0,,,0,0.0,False
with hard filters,4,AC15P,S5,trigrams,hard filters,2,,0,,,0,0.0,False
links pr issue,4,AC15P,S5,trigrams,links pr issue,3,,0,,,0,0.0,False
needs review after,4,AC15P,S5,trigrams,needs review after,3,,0,,,0,0.0,False
id type text,4,AC15P,S5,trigrams,id type text,3,,0,,,0,0.0,False
type text status,4,AC15P,S5,trigrams,type text status,3,,0,,,0,0.0,False
draft accepted superseded,4,AC15P,S5,trigrams,draft accepted superseded,3,,0,,,0,0.0,False
pr issue doc,4,AC15P,S5,trigrams,pr issue doc,3,,0,,,0,0.0,False
to durable artifacts,3,AC15P,S5,trigrams,durable artifacts,2,,0,,,0,0.0,False
project brief accepted,3,AC15P,S5,trigrams,project brief accepted,3,,0,,,0,0.0,False
outcomes runbook items,3,AC15P,S5,trigrams,outcomes runbook items,3,,0,,,0,0.0,False
memory loaded brief,3,AC15P,S5,trigrams,memory loaded brief,3,,0,,memory,1,0.3333333333333333,False
memory project brief,3,AC15P,S5,trigrams,memory project brief,3,,0,,memory,1,0.3333333333333333,False
cited and time,3,AC15P,S5,trigrams,cited time,2,,0,,,0,0.0,False
mark needs review,3,AC15P,S5,trigrams,mark needs review,3,,0,,,0,0.0,False
repo validity checks,3,AC15P,S5,trigrams,repo validity checks,3,,0,,,0,0.0,False
makes the assistant,3,AC15P,S5,trigrams,makes assistant,2,,0,,,0,0.0,False
artifact type status,3,AC15P,S5,trigrams,artifact type status,3,,0,,,0,0.0,False
