ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
for interference triggered,5,AC15,S3,trigrams,interference triggered,2,,0,,interference,1,0.5,False
hardware rev b,5,AC15,S3,trigrams,hardware rev b,3,,0,,,0,0.0,False
commissioning period exclusions,5,AC15,S3,trigrams,commissioning period exclusions,3,,0,,,0,0.0,False
interference triggered safety,4,AC15,S3,trigrams,interference triggered safety,3,,0,,interference,1,0.3333333333333333,False
within a certified,4,AC15,S3,trigrams,within certified,2,,0,,,0,0.0,False
certified operating envelope,4,AC15,S3,trigrams,certified operating envelope,3,,0,,,0,0.0,False
operating envelope v1,4,AC15,S3,trigrams,operating envelope v1,3,,0,,,0,0.0,False
a supported operating,3,AC15,S3,trigrams,supported operating,2,,0,,,0,0.0,False
interest fees warrants,3,AC15,S3,trigrams,interest fees warrants,3,,0,,,0,0.0,False
redundancy such that,3,AC15,S3,trigrams,redundancy such,2,,0,,,0,0.0,False
triggered safety landings,3,AC15,S3,trigrams,triggered safety landings,3,,0,,,0,0.0,False
commissioning stabilization period,3,AC15,S3,trigrams,commissioning stabilization period,3,,0,,,0,0.0,False
hot spares fast,3,AC15,S3,trigrams,hot spares fast,3,,0,,,0,0.0,False
downtime definition or,3,AC15,S3,trigrams,downtime definition,2,,0,,,0,0.0,False
over critical corridors,3,AC15,S3,trigrams,over critical corridors,3,,0,,,0,0.0,False
traffic control procedure,3,AC15,S3,trigrams,traffic control procedure,3,,0,,,0,0.0,False
roads decks work,3,AC15,S3,trigrams,roads decks work,3,,0,,,0,0.0,False
decks work faces,3,AC15,S3,trigrams,decks work faces,3,,0,,,0,0.0,False
keep out volumes,3,AC15,S3,trigrams,keep out volumes,3,,0,,,0,0.0,False
you provide redundancy,3,AC15,S3,trigrams,provide redundancy,2,,0,,,0,0.0,False
max time to,3,AC15,S3,trigrams,max time,2,,0,,,0,0.0,False
