Scenario 7 - Bigrams,,,,,,,,,
CONTROL,,AC15,,AC15P,,HYBRID_3_5,,HYBRID_SEMANTIC,
Bigram,Count,Bigram,Count,Bigram,Count,Bigram,Count,Bigram,Count
if you,74,if you,76,if you,66,you re,78,you re,76
you re,63,you re,73,you re,65,if you,77,if you,63
don t,59,don t,72,you can,64,don t,56,it s,60
it s,57,it s,59,don t,48,it s,53,don t,57
you can,50,you can,44,it s,47,you can,47,you can,42
what you,33,do you,33,what you,37,you want,40,do you,39
home base,29,i m,31,i m,34,do you,36,what you,38
you want,28,the relationship,29,do you,33,the relationship,33,the relationship,33
the relationship,28,i can,28,isn t,32,i can,30,you want,30
i m,27,she s,28,what would,28,want to,30,i can,28
would you,26,want to,26,i can,28,when you,28,she s,26
she s,24,you want,25,you want,26,if she,27,if she,25
if she,24,if she,24,doesn t,25,what you,26,when you,24
what would,24,isn t,23,she s,24,would you,26,and what,24
do you,24,what would,23,in your,24,and what,25,whether she,24
and what,24,can t,23,the relationship,23,tell me,23,what would,23
you d,24,if i,22,when you,22,i m,22,isn t,23
that s,24,what you,21,your own,22,isn t,21,want to,23
isn t,23,ordinary life,21,what s,21,re not,20,would you,22
doesn t,22,doesn t,20,family obligations,19,doesn t,20,help you,21
i can,22,long term,20,to be,19,as a,20,tell me,21
want to,22,you ve,20,tell me,19,that s,19,doesn t,21
whether you,20,when you,20,can t,19,what would,19,can t,20
a staged,19,i want,20,and what,18,she s,18,month trial,19
tell me,19,how to,19,would you,18,can t,18,how to,18
when you,19,tell me,19,you ll,18,you ve,17,long term,18
you don,18,s a,18,you don,18,family obligations,17,even if,18
if i,18,would you,18,how to,18,and a,17,i m,18
your home,18,re not,18,if she,17,s not,16,you don,18
may be,18,you d,17,help you,17,the trial,16,and i,18
normal life,17,and what,17,as a,16,before you,15,she wants,18
as a,17,help you,17,and a,16,what s,15,you need,17
of you,17,what s,17,is a,16,how you,15,if i,17
month trial,17,can be,16,money family,16,at least,15,may be,16
i want,17,even if,16,on the,16,you d,15,is the,16
keep your,17,if it,16,i want,16,how to,15,i ll,16
your own,16,in the,16,the trial,16,i want,15,it matters,16
to be,16,to you,15,to do,15,if we,15,trial stay,16
help you,16,you tell,15,long term,15,children marriage,15,re not,15
for a,15,that s,14,not just,15,long term,14,you may,15
to you,15,and i,14,for you,15,in a,14,of you,15
in your,15,exit fund,14,in a,15,is a,14,this is,15
this is,15,partner not,14,you tell,15,you feel,14,money family,15
s not,15,do we,14,can help,15,you tell,14,the country,15
s a,15,of you,13,month trial,15,your own,14,can help,15
can t,14,over time,13,what to,15,month trial,14,and a,15
how you,14,does she,13,you may,14,with a,13,i want,15
how to,14,your home,13,that s,14,are you,13,in a,15
at least,14,you need,13,of you,14,what to,13,home base,15
you feel,14,the next,13,home country,14,want children,13,why it,15
you tell,14,is not,13,need to,14,help you,13,if the,14
and a,14,you don,13,last chance,14,during the,13,need to,14
and you,14,can help,13,you d,14,to you,13,that s,14
rather than,13,would we,13,and i,14,can be,12,you tell,14
long term,13,this is,13,want to,14,you ll,12,and whether,14
you ve,13,where you,12,can be,14,of you,12,because it,14
in a,13,family expectations,12,you ve,13,if i,12,you ve,14
where you,13,what does,12,if we,13,a trial,12,family obligations,13
and your,13,real life,12,this is,13,children and,12,how you,13
can help,13,home base,12,of the,13,a partner,12,to you,13
your children,13,you feel,12,over time,13,the country,12,is not,13
not just,13,and a,12,a trial,13,is not,12,your own,13
re not,12,what i,12,if i,13,even if,11,if it,13
the most,12,is a,12,exit plan,13,does she,11,as a,13
