ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
answer those i can,4,AC15,S1,quadgrams,answer those i,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
with long lead items,4,AC15,S1,quadgrams,long lead items,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
recommend civitas modular as,4,AC15,S1,quadgrams,recommend civitas modular,3,,0,,civitas|modular,2,0.6666666666666666,False,,,0,0,0,0,,,,True
data config portability and,3,AC15,S1,quadgrams,data config portability,3,truth_and_fact,1,data,,0,0.0,False,,,0,0,0,0,,,,True
city ownership of timing,3,AC15,S1,quadgrams,city ownership timing,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
long lead items and,3,AC15,S1,quadgrams,long lead items,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
for after action review,3,AC15,S1,quadgrams,after action review,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
tied to payment milestones,3,AC15,S1,quadgrams,tied payment milestones,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
civitas clears dot s,3,AC15,S1,quadgrams,civitas clears dot,3,,0,,civitas|dot,2,0.6666666666666666,False,,,0,0,0,0,,,,True
exhibit with long lead,3,AC15,S1,quadgrams,exhibit long lead,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a concrete critical path,2,AC15,S1,quadgrams,concrete critical path,3,practicality_and_feasibility,1,concrete,,0,0.0,False,,,0,0,0,0,,,,True
controllers data config portability,2,AC15,S1,quadgrams,controllers data config portability,4,truth_and_fact,1,data,controller|controllers,2,0.25,False,,,0,0,0,0,,,,True
in standard controllers data,2,AC15,S1,quadgrams,standard controllers data,3,truth_and_fact,1,data,controller|controllers,2,0.3333333333333333,False,,,0,0,0,0,,,,True
standard controllers data ownership,2,AC15,S1,quadgrams,standard controllers data ownership,4,truth_and_fact,1,data,controller|controllers,2,0.25,False,,,0,0,0,0,,,,True
concrete way standard controllers,2,AC15,S1,quadgrams,concrete way standard controllers,4,practicality_and_feasibility,1,concrete,controller|controllers,2,0.25,False,,,0,0,0,0,,,,True
configurations logs performance data,2,AC15,S1,quadgrams,configurations logs performance data,4,truth_and_fact,1,data,,0,0.0,False,,,0,0,0,0,,,,True
controller lead time weeks,2,AC15,S1,quadgrams,controller lead time weeks,4,,0,,controller|lead time,2,0.75,True,,,0,0,0,0,,,,True
vs their integrated system,2,AC15,S1,quadgrams,vs integrated system,3,,0,,integrated,1,0.3333333333333333,False,,,0,0,0,0,,,,True
reported congestion improvements strong,2,AC15,S1,quadgrams,reported congestion improvements strong,4,,0,,congestion,1,0.25,False,,,0,0,0,0,,,,True
congestion improvements strong references,2,AC15,S1,quadgrams,congestion improvements strong references,4,,0,,congestion,1,0.25,False,,,0,0,0,0,,,,True
how much highway integration,2,AC15,S1,quadgrams,how much highway integration,4,,0,,highway,1,0.25,False,,,0,0,0,0,,,,True
much highway integration is,2,AC15,S1,quadgrams,much highway integration,3,,0,,highway,1,0.3333333333333333,False,,,0,0,0,0,,,,True
who performs the essential,2,AC15,S1,quadgrams,performs essential,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
performs the essential infrastructure,2,AC15,S1,quadgrams,performs essential infrastructure,3,,0,,infrastructure|essential infrastructure,2,0.6666666666666666,False,,,0,0,0,0,,,,True
infrastructure cloud review and,2,AC15,S1,quadgrams,infrastructure cloud review,3,,0,,cloud|infrastructure,2,0.6666666666666666,False,,,0,0,0,0,,,,True
cloud review and what,2,AC15,S1,quadgrams,cloud review,2,,0,,cloud,1,0.5,False,,,0,0,0,0,,,,True
their typical turnaround how,2,AC15,S1,quadgrams,typical turnaround how,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
infrastructure cloud approval is,2,AC15,S1,quadgrams,infrastructure cloud approval,3,,0,,cloud|infrastructure,2,0.6666666666666666,False,,,0,0,0,0,,,,True
