scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count
S5,Scenario 5 - Trigrams,trigrams,AC15,authoritative project memory,5,3,11,11094,0.000451,1,AC15,5,3,1.0,,False,,0,,memory;project memory,2,0.666667,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,project brief decisions,5,3,15,11094,0.000451,1,AC15,5,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,created_at last_confirmed_at confidence,4,3,23,11094,0.000361,1,AC15,4,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;created,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2
S5,Scenario 5 - Trigrams,trigrams,AC15,click mark outdated,4,3,21,11094,0.000361,1,AC15,4,3,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,1,outdated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1
S5,Scenario 5 - Trigrams,trigrams,AC15,high impact types,4,3,28,11094,0.000361,1,AC15,4,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,pr commit doc,4,3,35,11094,0.000361,1,AC15,4,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,deprecated created_at last_confirmed_at,3,3,50,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.25,False,practical_considerations_and_execution;temporal_projection;truth,3,confirm;confirmed;created;deprecat;deprecated,constraint_aligned,3,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency;truth:verification,3
S5,Scenario 5 - Trigrams,trigrams,AC15,constraint convention confirmedfix,3,3,46,11094,0.00027,1,AC15,3,3,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;constrain;constraint,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2
S5,Scenario 5 - Trigrams,trigrams,AC15,superseded deprecated created_at,3,3,74,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.333333,False,practical_considerations_and_execution;temporal_projection,2,created;deprecat;deprecated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency,2
S5,Scenario 5 - Trigrams,trigrams,AC15,conventions confirmed fixes,3,3,48,11094,0.00027,1,AC15,3,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,truth,1,confirm;confirmed,constraint_aligned,1,0,truth:verification,1
S5,Scenario 5 - Trigrams,trigrams,AC15,manual context ux,3,3,65,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,context,1,0.333333,False,practical_considerations_and_execution,1,context,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1
S5,Scenario 5 - Trigrams,trigrams,AC15,a authoritative project,3,3,39,11094,0.00027,1,AC15,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,approval for high,3,3,42,11094,0.00027,1,AC15,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,confidence user approved,3,3,45,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,decisions invariants conventions,3,3,49,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,high impact items,3,3,56,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,link to adr,3,3,64,11094,0.00027,1,AC15,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,project memory apm,3,3,68,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,memory;project memory,2,0.666667,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,rbac aware retrieval,3,3,69,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,retrieval,1,0.333333,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,service module prefer,3,3,70,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,the authoritative layer,3,3,76,11094,0.00027,1,AC15,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,ttl e g,3,3,79,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,user approval for,3,3,80,11094,0.00027,1,AC15,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,user approved vs,3,3,81,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,vector first memory,3,3,83,11094,0.00027,1,AC15,3,3,1.0,,False,,0,,memory;vector,2,0.666667,False,,0,,,0,0,,0
S5,Scenario 5 - Trigrams,trigrams,AC15,decaying cited evidence,2,3,153,11094,0.00018,1,AC15,2,3,1.0,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False,temporal_projection;truth,2,decaying;evidence,constraint_aligned,2,0,temporal_projection:decay_and_currency;truth:verification,2
