ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
transition to a more,2,AC15,S3,quadgrams,transition more,2,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
zones may shift so,2,AC15P,S3,quadgrams,zones may shift,3,temporal_dynamics,1,shift,,0,0.0,False,hedging|temporal_projection,hedging|temporal_projection.change_and_rate,2,2,1,1,temporal_projection,hedging,may|shift,False
penalty free qualification phase,2,AC15P,S3,quadgrams,penalty free qualification phase,4,temporal_dynamics,1,phase,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,phas|phase,False
qualification phase i can,2,AC15P,S3,quadgrams,qualification phase i,3,temporal_dynamics,1,phase,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,phas|phase,False
terms rate maturity covenants,2,CONTROL,S3,quadgrams,terms rate maturity covenants,4,temporal_dynamics,1,maturity,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,maturity,False
maturity covenants control rights,2,CONTROL,S3,quadgrams,maturity covenants control rights,4,temporal_dynamics,1,maturity,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,maturity,False
zones can shift static,2,CONTROL,S3,quadgrams,zones shift static,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
zones can shift and,3,HYBRID_3_5,S3,quadgrams,zones shift,2,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
a pilot acceptance phase,3,HYBRID_SEMANTIC,S3,quadgrams,pilot acceptance phase,3,temporal_dynamics|imagination_and_possibility,2,phase|pilot,,0,0.0,False,imagination_and_possibility|temporal_projection,imagination_and_possibility.path_toward_feasibility|temporal_projection.change_and_rate,2,2,2,0,imagination_and_possibility|temporal_projection,,phas|phase|pilot,False
pilot acceptance phase with,2,HYBRID_SEMANTIC,S3,quadgrams,pilot acceptance phase,3,temporal_dynamics|imagination_and_possibility,2,phase|pilot,,0,0.0,False,imagination_and_possibility|temporal_projection,imagination_and_possibility.path_toward_feasibility|temporal_projection.change_and_rate,2,2,2,0,imagination_and_possibility|temporal_projection,,phas|phase|pilot,False
phase with defined acceptance,2,HYBRID_SEMANTIC,S3,quadgrams,phase defined acceptance,3,temporal_dynamics,1,phase,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,phas|phase,False
