ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
config portability transition,4,AC15,S1,trigrams,config portability transition,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
timelines transition assistance,2,AC15,S1,trigrams,timelines transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.resources_timing_conditions|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,timelines|transit|transition,False
a phased notice,2,AC15,S1,trigrams,phased notice,2,temporal_dynamics,1,phased,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,phas|phased,False
phased notice to,2,AC15,S1,trigrams,phased notice,2,temporal_dynamics,1,phased,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,phas|phased,False
a phased start,2,AC15,S1,trigrams,phased start,2,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|start,False
phased start and,2,AC15,S1,trigrams,phased start,2,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|start,False
documented formats transition,2,AC15,S1,trigrams,documented formats transition,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection|truth,temporal_projection.change_and_rate|truth.verification,2,2,2,0,temporal_projection|truth,,documented|transit|transition,False
transition assistance defined,2,AC15,S1,trigrams,transition assistance defined,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
shifts pricing changes,2,AC15,S1,trigrams,shifts pricing changes,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shifts,False
change control staged,2,AC15,S1,trigrams,change control staged,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,staged,False
access transition assistance,2,AC15P,S1,trigrams,access transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
punitive fees transition,2,AC15P,S1,trigrams,punitive fees transition,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
fees transition assistance,2,AC15P,S1,trigrams,fees transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
a staged rollout,3,CONTROL,S1,trigrams,staged rollout,2,,0,,rollout,1,0.5,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,rollout|staged,False
staged rollout plan,3,CONTROL,S1,trigrams,staged rollout plan,3,,0,,rollout,1,0.3333333333333333,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,plan|rollout|staged,False
shifts toward the,2,CONTROL,S1,trigrams,shifts toward,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shifts,False
shifts the decision,2,CONTROL,S1,trigrams,shifts decision,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shifts,False
transition assistance rates,5,HYBRID_3_5,S1,trigrams,transition assistance rates,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
data export transition,3,HYBRID_3_5,S1,trigrams,data export transition,3,truth_and_fact|temporal_dynamics,2,transition|data,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
pre priced transition,3,HYBRID_3_5,S1,trigrams,pre priced transition,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
export transition assistance,2,HYBRID_3_5,S1,trigrams,export transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
exit and transition,3,HYBRID_SEMANTIC,S1,trigrams,exit transition,2,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
a phased rollout,3,HYBRID_SEMANTIC,S1,trigrams,phased rollout,2,temporal_dynamics,1,phased,rollout,1,0.5,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|rollout,False
exposure operational maturity,2,HYBRID_SEMANTIC,S1,trigrams,exposure operational maturity,3,practicality_and_feasibility|temporal_dynamics,2,operational|maturity,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,maturity,False
pilot phased rollout,2,HYBRID_SEMANTIC,S1,trigrams,pilot phased rollout,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,3,3,3,0,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,,phas|phased|pilot|rollout,False
phased rollout pilot,2,HYBRID_SEMANTIC,S1,trigrams,phased rollout pilot,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,3,3,3,0,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,,phas|phased|pilot|rollout,False
a later phase,2,HYBRID_SEMANTIC,S1,trigrams,later phase,2,temporal_dynamics,1,phase,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate|temporal_projection.time_horizons,1,2,1,0,temporal_projection,,later|phas|phase,False
formats exit transition,2,HYBRID_SEMANTIC,S1,trigrams,formats exit transition,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
formats priced transition,2,HYBRID_SEMANTIC,S1,trigrams,formats priced transition,3,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,transit|transition,False
