ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
propose the staged plan,2,AC15,S7,quadgrams,propose staged plan,3,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,plan|staged,False
with a phased plan,2,AC15P,S7,quadgrams,phased plan,2,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|plan,False
phased plan that matches,2,AC15P,S7,quadgrams,phased plan matches,3,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|plan,False
decision extend trial shift,2,AC15P,S7,quadgrams,decision extend trial shift,4,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
extend trial shift to,2,AC15P,S7,quadgrams,extend trial shift,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
trial shift to dual,2,AC15P,S7,quadgrams,trial shift dual,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
shift to dual base,2,AC15P,S7,quadgrams,shift dual base,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
need for a staged,2,CONTROL,S7,quadgrams,need staged,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,staged,False
and a staged plan,2,CONTROL,S7,quadgrams,staged plan,2,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,plan|staged,False
staged plan that keeps,2,CONTROL,S7,quadgrams,staged plan keeps,3,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,plan|staged,False
she respects a staged,2,CONTROL,S7,quadgrams,she respects staged,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,staged,False
a staged path that,2,CONTROL,S7,quadgrams,staged path,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,staged,False
supports a staged plan,2,HYBRID_3_5,S7,quadgrams,supports staged plan,3,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,plan|staged,False
in stages so i,2,HYBRID_3_5,S7,quadgrams,stages i,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,stages,False
stages so i don,2,HYBRID_3_5,S7,quadgrams,stages i,2,,0,,,0,0.0,False,hedging|temporal_projection,hedging|temporal_projection.change_and_rate,2,2,1,1,temporal_projection,hedging,i d|stages,False
staged plan with checkpoints,2,HYBRID_SEMANTIC,S7,quadgrams,staged plan checkpoints,3,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,plan|staged,False
