scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
S5,Scenario 5 - Quadgrams,quadgrams,AC15,one click mark outdated,4,4,4,11093,0.000361,1,AC15,4,4,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,deprecated created_at last_confirmed_at confidence,3,4,13,11093,0.00027,1,AC15,3,4,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.2,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,superseded deprecated created_at last_confirmed_at,3,4,17,11093,0.00027,1,AC15,3,4,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.2,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,active superseded deprecated created_at,3,4,6,11093,0.00027,1,AC15,3,4,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.25,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,click mark outdated supersede,3,4,10,11093,0.00027,1,AC15,3,4,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,decision constraint convention confirmedfix,3,4,12,11093,0.00027,1,AC15,3,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,constraints conventions confirmed fixes,2,4,40,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,confirmed;constraints,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,as decaying cited evidence,2,4,24,11093,0.00018,1,AC15,2,3,0.75,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,always show source date,2,4,23,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,source,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,auto approves low risk,2,4,28,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,risk,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,b evidence index ei,2,4,30,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,brief decisions constraints conventions,2,4,32,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,created_at last_confirmed_at confidence user,2,4,48,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,evidence_refs pr commit doc,2,4,59,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,inferred evidence_refs pr commit,2,4,81,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,last_confirmed_at confidence user approved,2,4,85,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,layer b evidence index,2,4,86,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,project brief decisions constraints,2,4,101,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,records decision constraint convention,2,4,105,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,typed records decision constraint,2,4,130,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,been confirmed in days,2,4,31,11093,0.00018,1,AC15,2,3,0.75,,False,truth_and_fact,1,confirmed,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,code prompt constraints only,2,4,37,11093,0.00018,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,constraints,code,1,0.333333,False
