scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
S3,Scenario 3 - Quadgrams,quadgrams,AC15,constrained launch parallel hardware,2,4,98,15882,0.000126,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constrained,launch,1,0.25,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,market window without sacrificing,2,4,175,15882,0.000126,1,AC15,2,4,1.0,,False,temporal_dynamics,1,window,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,more robust nav mode,2,4,180,15882,0.000126,1,AC15,2,4,1.0,,False,temporal_dynamics,1,robust,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,procedural controls software constraints,2,4,215,15882,0.000126,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,prototype validated evt dvt,2,4,219,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,runtime detection proactive mitigation,2,4,233,15882,0.000126,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,mitigation,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,shielding prototype validated evt,2,4,241,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,shielding,1,0.25,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,a more robust nav,2,4,58,15882,0.000126,1,AC15,2,3,0.75,,False,temporal_dynamics,1,robust,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,de risked execution not,2,4,103,15882,0.000126,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,execution,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,definition and penalty schedule,2,4,105,15882,0.000126,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,schedule,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,the rev b schedule,2,4,269,15882,0.000126,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,schedule,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,window without sacrificing the,2,4,298,15882,0.000126,1,AC15,2,3,0.75,,False,temporal_dynamics,1,window,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,claims are truthful and,2,4,92,15882,0.000126,1,AC15,2,2,0.5,,False,truth_and_fact,1,claims,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,the claims are truthful,2,4,262,15882,0.000126,1,AC15,2,2,0.5,,False,truth_and_fact,1,claims,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,to a more robust,2,4,278,15882,0.000126,1,AC15,2,2,0.5,,False,temporal_dynamics,1,robust,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,transition to a more,2,4,282,15882,0.000126,1,AC15,2,2,0.5,,False,temporal_dynamics,1,transition,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15,unreliable before you can,2,4,285,15882,0.000126,1,AC15,2,2,0.5,,False,truth_and_fact,1,unreliable,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,mitigation is not bounded,3,4,30,15875,0.000189,1,AC15P,3,2,0.5,,False,practicality_and_feasibility,1,mitigation,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,paid pilot limited availability,2,4,194,15875,0.000126,1,AC15P,2,4,1.0,,False,imagination_and_possibility,1,pilot,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,penalty free qualification phase,2,4,200,15875,0.000126,1,AC15P,2,4,1.0,,False,temporal_dynamics,1,phase,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,pilot la until rev,2,4,202,15875,0.000126,1,AC15P,2,4,1.0,,False,imagination_and_possibility,1,pilot,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,confirmed the chief architect,2,4,93,15875,0.000126,1,AC15P,2,3,0.75,,False,truth_and_fact,1,confirmed,chief architect,1,0.666667,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,mining as paid pilot,2,4,168,15875,0.000126,1,AC15P,2,3,0.75,,False,imagination_and_possibility,1,pilot,mining,1,0.333333,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,qualification phase i can,2,4,209,15875,0.000126,1,AC15P,2,3,0.75,,False,temporal_dynamics,1,phase,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,zones may shift so,2,4,299,15875,0.000126,1,AC15P,2,3,0.75,,False,temporal_dynamics,1,shift,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,ve confirmed the chief,2,4,264,15875,0.000126,1,AC15P,2,2,0.5,,False,truth_and_fact,1,confirmed,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,AC15P,whether you can implement,2,4,272,15875,0.000126,1,AC15P,2,2,0.5,,False,practicality_and_feasibility,1,implement,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,a constrained commercial deployment,3,4,11,10263,0.000292,1,CONTROL,3,3,0.75,,False,practicality_and_feasibility,1,constrained,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,field data violates assumptions,2,4,89,10263,0.000195,1,CONTROL,2,4,1.0,,False,truth_and_fact,1,data,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,high consequence operational hazard,2,4,98,10263,0.000195,1,CONTROL,2,4,1.0,,False,practicality_and_feasibility,1,operational,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,maturity covenants control rights,2,4,136,10263,0.000195,1,CONTROL,2,4,1.0,,False,temporal_dynamics,1,maturity,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,terms rate maturity covenants,2,4,181,10263,0.000195,1,CONTROL,2,4,1.0,,False,temporal_dynamics,1,maturity,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,a constrained commercial release,2,4,41,10263,0.000195,1,CONTROL,2,3,0.75,,False,practicality_and_feasibility,1,constrained,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,a high consequence operational,2,4,42,10263,0.000195,1,CONTROL,2,3,0.75,,False,practicality_and_feasibility,1,operational,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,if field data violates,2,4,109,10263,0.000195,1,CONTROL,2,3,0.75,,False,truth_and_fact,1,data,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,worst case scenario you,2,4,219,10263,0.000195,1,CONTROL,2,3,0.75,,False,imagination_and_possibility;temporal_dynamics,1,scenario,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,CONTROL,zones can shift static,2,4,228,10263,0.000195,1,CONTROL,2,3,0.75,,False,temporal_dynamics,1,shift,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,non stationary emi risk,4,4,13,14274,0.00028,1,HYBRID_3_5,4,4,1.0,,False,practicality_and_feasibility,1,risk,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,zones can shift and,3,4,53,14274,0.00021,1,HYBRID_3_5,3,2,0.5,,False,temporal_dynamics,1,shift,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,after objective reliability qualification,2,4,67,14274,0.00014,1,HYBRID_3_5,2,4,1.0,,False,truth_and_fact,1,objective,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,commercial pilot limited availability,2,4,100,14274,0.00014,1,HYBRID_3_5,2,4,1.0,,False,imagination_and_possibility,1,pilot,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,begin only after objective,2,4,87,14274,0.00014,1,HYBRID_3_5,2,3,0.75,,False,truth_and_fact,1,objective,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,case and external claims,2,4,95,14274,0.00014,1,HYBRID_3_5,2,3,0.75,,False,truth_and_fact,1,claims,,0,0.0,False
S3,Scenario 3 - Quadgrams,quadgrams,HYBRID_3_5,constrained entry into service,2,4,101,14274,0.00014,1,HYBRID_3_5,2,3,0.75,,False,practicality_and_feasibility,1,constrained,,0,0.0,False
