scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
S1,Scenario 1 - Trigrams,trigrams,AC15,near term opex,5,3,59,18023,0.000277,1,AC15,5,3,1.0,,False,temporal_dynamics,1,near term,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,config portability transition,4,3,81,18023,0.000222,1,AC15,4,3,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,timeline and required,3,3,249,18023,0.000166,1,AC15,3,2,0.6667,,False,practicality_and_feasibility;temporal_dynamics,1,timeline,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,long term dependency,2,3,616,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility;temporal_dynamics,2,dependency;long term,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,better near term,2,3,369,18023,0.000111,1,AC15,2,3,1.0,,False,temporal_dynamics,1,near term,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,central cloud dependency,2,3,385,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility,1,dependency,cloud,1,0.333333,False
S1,Scenario 1 - Trigrams,trigrams,AC15,concrete critical path,2,3,423,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility,1,concrete,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,concrete way standard,2,3,424,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility,1,concrete,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,controllers data config,2,3,436,18023,0.000111,1,AC15,2,3,1.0,,False,truth_and_fact,1,data,controllers,1,0.333333,False
S1,Scenario 1 - Trigrams,trigrams,AC15,cost reduction vs,2,3,442,18023,0.000111,1,AC15,2,3,1.0,,False,practicality_and_feasibility,1,cost,,0,0.0,False
S1,Scenario 1 - Trigrams,trigrams,AC15,documented formats transition,2,3,465,18023,0.000111,1,AC15,2,3,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False
