scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
S5,Scenario 5 - Trigrams,trigrams,AC15,click mark outdated,4,3,21,11094,0.000361,1,AC15,4,3,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,created_at last_confirmed_at confidence,4,3,23,11094,0.000361,1,AC15,4,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,deprecated created_at last_confirmed_at,3,3,50,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics;truth_and_fact,2,confirmed;deprecat,deprecated,1,0.25,False
S5,Scenario 5 - Trigrams,trigrams,AC15,constraint convention confirmedfix,3,3,46,11094,0.00027,1,AC15,3,3,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,conventions confirmed fixes,3,3,48,11094,0.00027,1,AC15,3,3,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,superseded deprecated created_at,3,3,74,11094,0.00027,1,AC15,3,3,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.333333,False
S5,Scenario 5 - Trigrams,trigrams,AC15,decaying cited evidence,2,3,153,11094,0.00018,1,AC15,2,3,1.0,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,rationale constraints alternatives,2,3,291,11094,0.00018,1,AC15,2,3,1.0,,False,imagination_and_possibility;practicality_and_feasibility,2,alternatives;constraints,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,always show source,2,3,95,11094,0.00018,1,AC15,2,3,1.0,,False,truth_and_fact,1,source,,0,0.0,False
S5,Scenario 5 - Trigrams,trigrams,AC15,approves low risk,2,3,99,11094,0.00018,1,AC15,2,3,1.0,,False,practicality_and_feasibility,1,risk,,0,0.0,False
