scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count
S7,Scenario 7 - Quadgrams,quadgrams,AC15,keep an exit fund,7,4,5,15787,0.000443,1,AC15,7,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,an exit fund and,5,4,8,15787,0.000317,1,AC15,5,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,an exit fund don,5,4,9,15787,0.000317,1,AC15,5,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,exit fund don t,5,4,12,15787,0.000317,1,AC15,5,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,week ordinary life stay,5,4,13,15787,0.000317,1,AC15,5,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,an week ordinary life,3,4,28,15787,0.00019,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,and your citizenship i,3,4,29,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,citizenship,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,exit fund and a,3,4,37,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,family expect from a,3,4,38,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,get independent legal advice,3,4,41,15787,0.00019,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,maintain an exit fund,3,4,51,15787,0.00019,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,weekly activity without her,3,4,61,15787,0.00019,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,your citizenship i can,3,4,69,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,citizenship,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,a purely extractive dynamic,2,4,76,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,a regional medical hub,2,4,77,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,medical,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,about our age difference,2,4,79,15787,0.000127,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,after the month trial,2,4,82,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,alignment talks money family,2,4,85,15787,0.000127,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,and have no network,2,4,88,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,as cheating how do,2,4,93,15787,0.000127,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,be genuine and still,2,4,94,15787,0.000127,1,AC15,2,2,0.5,,False,,0,,genuine,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,beneficiaries medical power of,2,4,96,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,medical,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,buy keep an exit,2,4,98,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,buy property don t,2,4,99,15787,0.000127,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,citizenship i can suggest,2,4,107,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,citizenship,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,country your citizenship and,2,4,113,15787,0.000127,1,AC15,2,2,0.5,,False,,0,,citizenship,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,counts as cheating how,2,4,114,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,d keep your home,2,4,115,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,decision gates to defeat,2,4,116,15787,0.000127,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,did how she handled,2,4,118,15787,0.000127,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,didn t what must,2,4,119,15787,0.000127,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,does her family expect,2,4,121,15787,0.000127,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,does she still want,2,4,123,15787,0.000127,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Quadgrams,quadgrams,AC15,don t buy keep,2,4,126,15787,0.000127,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
