scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count
S5,Scenario 5 - Quadgrams,quadgrams,AC15,a authoritative project memory,3,4,5,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,memory;project memory,2,0.666667,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,approval for high impact,3,4,7,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,authoritative project memory apm,3,4,9,11093,0.00027,1,AC15,3,4,1.0,,False,,0,,memory;project memory,2,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,confidence user approved vs,3,4,11,11093,0.00027,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,for high impact items,3,4,14,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,layer a authoritative project,3,4,15,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,link to adr pr,3,4,16,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,ttl e g days,3,4,18,11093,0.00027,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,continuity but make it,2,4,41,11093,0.00018,1,AC15,2,2,0.5,,False,temporal_dynamics,1,continuity,continuity,1,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,a project brief authoritative,2,4,21,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,a single free text,2,4,22,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,as governed time aware,2,4,25,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,authoritative memory structured summaries,2,4,27,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,memory;summaries,2,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,aware retrieval retention ttl,2,4,29,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,retrieval,1,0.25,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,can be versioned superseded,2,4,34,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,can review in code,2,4,35,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,code,1,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,convention patterns error handling,2,4,47,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,don t fully trust,2,4,54,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,e g days for,2,4,55,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,editable project brief decisions,2,4,57,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,for high impact types,2,4,60,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,g days for chats,2,4,63,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,governed time aware user,2,4,65,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,if memory re injection,2,4,70,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,memory,1,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,if the mvp goal,2,4,71,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,is the senior colleague,2,4,82,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,links to adrs runbooks,2,4,87,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,make what the ai,2,4,89,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,memory re injection is,2,4,90,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,memory,1,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,memory you can trust,2,4,92,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,memory,1,0.5,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,module status active superseded,2,4,93,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,or the model detects,2,4,95,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,patterns error handling logging,2,4,97,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S5,Scenario 5 - Quadgrams,quadgrams,AC15,per answer memory used,2,4,98,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,memory,1,0.25,False,,0,,,0,0,,0
