scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
S7,Scenario 7 - Quadgrams,quadgrams,AC15,keep an exit fund,7,4,5,15787,0.000443,1,AC15,7,3,0.75,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,week ordinary life stay,5,4,13,15787,0.000317,1,AC15,5,4,1.0,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,an exit fund and,5,4,8,15787,0.000317,1,AC15,5,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,an exit fund don,5,4,9,15787,0.000317,1,AC15,5,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,exit fund don t,5,4,12,15787,0.000317,1,AC15,5,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,get independent legal advice,3,4,41,15787,0.00019,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,weekly activity without her,3,4,61,15787,0.00019,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,an week ordinary life,3,4,28,15787,0.00019,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,maintain an exit fund,3,4,51,15787,0.00019,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,and your citizenship i,3,4,29,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,citizenship,1,0.5,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,don t merge finances,3,4,35,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,exit fund and a,3,4,37,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,family expect from a,3,4,38,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15,your citizenship i can,3,4,69,15787,0.00019,1,AC15,3,2,0.5,,False,,0,,citizenship,1,0.5,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,may not be seeing,8,4,5,16661,0.00048,1,AC15P,8,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,your home country and,7,4,6,16661,0.00042,1,AC15P,7,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,afford alone in your,4,4,11,16661,0.00024,1,AC15P,4,2,0.5,,False,,0,,alone,1,0.5,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,alone in your name,4,4,12,16661,0.00024,1,AC15P,4,2,0.5,,False,,0,,alone,1,0.5,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,can afford alone in,4,4,13,16661,0.00024,1,AC15P,4,2,0.5,,False,,0,,alone,1,0.5,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,care is plan a,4,4,14,16661,0.00024,1,AC15P,4,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,or rent your own,4,4,20,16661,0.00024,1,AC15P,4,2,0.5,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,exit plan cash logistics,3,4,43,16661,0.00018,1,AC15P,3,4,1.0,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,marriage money model family,3,4,56,16661,0.00018,1,AC15P,3,4,1.0,,False,,0,,marriage,1,0.25,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,money model family obligations,3,4,58,16661,0.00018,1,AC15P,3,4,1.0,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,separate finances no loans,3,4,64,16661,0.00018,1,AC15P,3,4,1.0,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,home country and hers,3,4,46,16661,0.00018,1,AC15P,3,3,0.75,,False,,0,,,0,0.0,False
S7,Scenario 7 - Quadgrams,quadgrams,AC15P,last chance pressure is,3,4,55,16661,0.00018,1,AC15P,3,3,0.75,,False,,0,,last chance,1,0.666667,False
