scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
S5,Scenario 5 - Quadgrams,quadgrams,AC15,authoritative project memory apm,3,4,9,11093,0.00027,1,AC15,3,4,1.0,,False,,0,,memory;project memory,2,0.5,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,confidence user approved vs,3,4,11,11093,0.00027,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,ttl e g days,3,4,18,11093,0.00027,1,AC15,3,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,a authoritative project memory,3,4,5,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,memory;project memory,2,0.666667,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,approval for high impact,3,4,7,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,for high impact items,3,4,14,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,layer a authoritative project,3,4,15,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15,link to adr pr,3,4,16,11093,0.00027,1,AC15,3,3,0.75,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,adrs prs issues runbooks,6,4,1,12194,0.000492,1,AC15P,6,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,artifacts adrs prs issues,5,4,3,12194,0.00041,1,AC15P,5,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,prs issues runbooks postmortems,5,4,5,12194,0.00041,1,AC15P,5,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,brief adr style decisions,4,4,7,12194,0.000328,1,AC15P,4,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,durable artifacts adrs prs,4,4,9,12194,0.000328,1,AC15P,4,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,id type text status,4,4,10,12194,0.000328,1,AC15P,4,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,project brief adr style,4,4,12,12194,0.000328,1,AC15P,4,4,1.0,,False,,0,,,0,0.0,False
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,runbooks postmortems selected logs,4,4,13,12194,0.000328,1,AC15P,4,4,1.0,,False,,0,,,0,0.0,False
