ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
decision constraint convention confirmedfix,3,AC15,S5,quadgrams,decision constraint convention confirmedfix,4,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|constrain|constraint,False
constraints conventions confirmed fixes,2,AC15,S5,quadgrams,constraints conventions confirmed fixes,4,truth_and_fact|practicality_and_feasibility,2,confirmed|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|confirmed|constrain|constraints,False
as decaying cited evidence,2,AC15,S5,quadgrams,decaying cited evidence,3,truth_and_fact|temporal_dynamics,2,decaying|evidence,,0,0.0,False,temporal_projection|truth,temporal_projection.decay_and_currency|truth.verification,2,2,2,0,temporal_projection|truth,,decaying|evidence,False
vectors as cited evidence,2,AC15,S5,quadgrams,vectors cited evidence,3,truth_and_fact,1,evidence,vector|vectors,2,0.3333333333333333,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
hasn t been confirmed,2,AC15,S5,quadgrams,hasn been confirmed,3,truth_and_fact,1,confirmed,,0,0.0,False,surfacing|truth,surfacing.confrontation|truth.verification,2,2,1,1,truth,surfacing,confirm|confirmed|hasn t,False
t been confirmed in,2,AC15,S5,quadgrams,been confirmed,2,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
been confirmed in days,2,AC15,S5,quadgrams,been confirmed days,3,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
confirm if you tell,2,AC15,S5,quadgrams,confirm tell,2,truth_and_fact,1,confirm,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm,False
always show source date,2,AC15,S5,quadgrams,always show source date,4,truth_and_fact,1,source,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,source,False
layer b evidence index,2,AC15,S5,quadgrams,layer b evidence index,4,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
b evidence index ei,2,AC15,S5,quadgrams,b evidence index ei,4,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
verified outcomes runbook items,3,AC15P,S5,quadgrams,verified outcomes runbook items,4,truth_and_fact,1,verified,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verified,False
adr style decisions verified,3,AC15P,S5,quadgrams,adr style decisions verified,4,truth_and_fact,1,verified,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verified,False
style decisions verified outcomes,3,AC15P,S5,quadgrams,style decisions verified outcomes,4,truth_and_fact,1,verified,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verified,False
decisions constraints verified outcomes,2,AC15P,S5,quadgrams,decisions constraints verified outcomes,4,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,constrain|constraints|verif|verified,False
can t ship provenance,2,AC15P,S5,quadgrams,ship provenance,2,truth_and_fact,1,provenance,,0,0.0,False,practical_considerations_and_execution|surfacing|truth,practical_considerations_and_execution.action_and_execution|surfacing.hard_limit_refusal|truth.verification,3,3,2,1,practical_considerations_and_execution|truth,surfacing,can t|provenance|ship,False
retention access deletion audit,2,AC15P,S5,quadgrams,retention access deletion audit,4,,0,,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,audit,False
gated vector backed evidence,2,CONTROL,S5,quadgrams,gated vector backed evidence,4,truth_and_fact,1,evidence,vector,1,0.25,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
verify against the repo,2,CONTROL,S5,quadgrams,verify against repo,3,truth_and_fact,1,verify,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verify,False
continuum notebook gated evidence,2,CONTROL,S5,quadgrams,continuum notebook gated evidence,4,truth_and_fact,1,evidence,continuum,1,0.25,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
vector backed evidence index,2,CONTROL,S5,quadgrams,vector backed evidence index,4,truth_and_fact,1,evidence,vector,1,0.25,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
repo verification before recommending,2,CONTROL,S5,quadgrams,repo verification before recommending,4,truth_and_fact,1,verification,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verification,False
basic repo conflict checks,2,CONTROL,S5,quadgrams,basic repo conflict checks,4,,0,,,0,0.0,False,surfacing|truth,surfacing.tension_exposure|truth.verification,2,2,1,1,truth,surfacing,checks|conflict,False
as evidence not truth,2,HYBRID_3_5,S5,quadgrams,evidence truth,2,truth_and_fact,2,truth|evidence,,0,0.0,False,truth,truth.fact_vs_interpretation|truth.verification,1,2,1,0,truth,,evidence|truth,False
blocks volatile evidence retrieval,2,HYBRID_3_5,S5,quadgrams,blocks volatile evidence retrieval,4,truth_and_fact,1,evidence,retrieval,1,0.25,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
evidence items influenced the,2,HYBRID_3_5,S5,quadgrams,evidence items influenced,3,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
and provenance from day,2,HYBRID_3_5,S5,quadgrams,provenance day,2,truth_and_fact,1,provenance,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,provenance,False
provenance from day one,2,HYBRID_3_5,S5,quadgrams,provenance day one,3,truth_and_fact,1,provenance,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,provenance,False
scope status timestamps provenance,2,HYBRID_3_5,S5,quadgrams,scope status timestamps provenance,4,truth_and_fact,1,provenance,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,provenance,False
status timestamps provenance links,2,HYBRID_3_5,S5,quadgrams,status timestamps provenance links,4,truth_and_fact,1,provenance,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,provenance,False
version proximity existence checks,2,HYBRID_3_5,S5,quadgrams,version proximity existence checks,4,,0,,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,checks,False
compatibility checks against current,2,HYBRID_3_5,S5,quadgrams,compatibility checks against current,4,,0,,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,checks,False
on demand evidence retrieval,4,HYBRID_SEMANTIC,S5,quadgrams,demand evidence retrieval,3,truth_and_fact,1,evidence,retrieval,1,0.3333333333333333,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
constraints conventions glossary confirmed,2,HYBRID_SEMANTIC,S5,quadgrams,constraints conventions glossary confirmed,4,truth_and_fact|practicality_and_feasibility,2,confirmed|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|confirmed|constrain|constraints,False
provenance links derived from,2,HYBRID_SEMANTIC,S5,quadgrams,provenance links derived,3,truth_and_fact,1,provenance,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,provenance,False
verify against the current,2,HYBRID_SEMANTIC,S5,quadgrams,verify against current,3,truth_and_fact,1,verify,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verify,False
last verified at sha,2,HYBRID_SEMANTIC,S5,quadgrams,last verified sha,3,truth_and_fact,1,verified,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verified,False
verified at sha date,2,HYBRID_SEMANTIC,S5,quadgrams,verified sha date,3,truth_and_fact,1,verified,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verified,False
confirmed root causes fixes,2,HYBRID_SEMANTIC,S5,quadgrams,confirmed root causes fixes,4,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
or stored as evidence,2,HYBRID_SEMANTIC,S5,quadgrams,stored evidence,2,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
stored as evidence in,2,HYBRID_SEMANTIC,S5,quadgrams,stored evidence,2,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
as evidence in b,2,HYBRID_SEMANTIC,S5,quadgrams,evidence b,2,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
evidence in b under,2,HYBRID_SEMANTIC,S5,quadgrams,evidence b under,3,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
editable diffable source linked,2,HYBRID_SEMANTIC,S5,quadgrams,editable diffable source linked,4,truth_and_fact,1,source,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,source,False
