ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
conventions confirmed fixes,3,AC15,S5,trigrams,conventions confirmed fixes,3,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
constraint convention confirmedfix,3,AC15,S5,trigrams,constraint convention confirmedfix,3,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,confirm|constrain|constraint,False
decaying cited evidence,2,AC15,S5,trigrams,decaying cited evidence,3,truth_and_fact|temporal_dynamics,2,decaying|evidence,,0,0.0,False,temporal_projection|truth,temporal_projection.decay_and_currency|truth.verification,2,2,2,0,temporal_projection|truth,,decaying|evidence,False
chat evidence ttl,2,AC15,S5,trigrams,chat evidence ttl,3,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
evidence with ttl,2,AC15,S5,trigrams,evidence ttl,2,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
t been confirmed,2,AC15,S5,trigrams,been confirmed,2,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
been confirmed in,2,AC15,S5,trigrams,been confirmed,2,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
confirmed in days,2,AC15,S5,trigrams,confirmed days,2,truth_and_fact,1,confirmed,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,confirm|confirmed,False
evidence not authority,2,AC15,S5,trigrams,evidence authority,2,truth_and_fact,1,evidence,,0,0.0,False,autonomy_sovereignty|truth,autonomy_sovereignty|truth.verification,2,2,1,1,truth,autonomy_sovereignty,authority|evidence,False
always show source,2,AC15,S5,trigrams,always show source,3,truth_and_fact,1,source,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,source,False
show source date,2,AC15,S5,trigrams,show source date,3,truth_and_fact,1,source,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,source,False
evidence index ei,2,AC15,S5,trigrams,evidence index ei,3,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
evidence lookup not,2,AC15,S5,trigrams,evidence lookup,2,truth_and_fact,1,evidence,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,evidence,False
decisions verified outcomes,6,AC15P,S5,trigrams,decisions verified outcomes,3,truth_and_fact,1,verified,,0,0.0,False,truth,truth.verification,1,1,1,0,truth,,verif|verified,False
constraints verified outcomes,3,AC15P,S5,trigrams,constraints verified outcomes,3,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.constraints_and_tradeoffs|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,constrain|constraints|verif|verified,False
