ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
for interference triggered,5,AC15,S3,trigrams,interference triggered,2,,0,,interference,1,0.5,False,,,0,0,0,0,,,,True
hardware rev b,5,AC15,S3,trigrams,hardware rev b,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
commissioning period exclusions,5,AC15,S3,trigrams,commissioning period exclusions,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
interference triggered safety,4,AC15,S3,trigrams,interference triggered safety,3,,0,,interference,1,0.3333333333333333,False,,,0,0,0,0,,,,True
within a certified,4,AC15,S3,trigrams,within certified,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
certified operating envelope,4,AC15,S3,trigrams,certified operating envelope,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
operating envelope v1,4,AC15,S3,trigrams,operating envelope v1,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
and penalty schedule,3,AC15,S3,trigrams,penalty schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
operationally non disruptive,3,AC15,S3,trigrams,operationally non disruptive,3,temporal_dynamics,1,disruptive,,0,0.0,False,,,0,0,0,0,,,,True
a supported operating,3,AC15,S3,trigrams,supported operating,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
interest fees warrants,3,AC15,S3,trigrams,interest fees warrants,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
redundancy such that,3,AC15,S3,trigrams,redundancy such,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
triggered safety landings,3,AC15,S3,trigrams,triggered safety landings,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
commissioning stabilization period,3,AC15,S3,trigrams,commissioning stabilization period,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
hot spares fast,3,AC15,S3,trigrams,hot spares fast,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
downtime definition or,3,AC15,S3,trigrams,downtime definition,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
over critical corridors,3,AC15,S3,trigrams,over critical corridors,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
traffic control procedure,3,AC15,S3,trigrams,traffic control procedure,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
roads decks work,3,AC15,S3,trigrams,roads decks work,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
decks work faces,3,AC15,S3,trigrams,decks work faces,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
keep out volumes,3,AC15,S3,trigrams,keep out volumes,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
you provide redundancy,3,AC15,S3,trigrams,provide redundancy,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
max time to,3,AC15,S3,trigrams,max time,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
series b condition,3,AC15,S3,trigrams,series b condition,3,,0,,series b,1,0.6666666666666666,False,,,0,0,0,0,,,,True
shielding prototype validated,2,AC15,S3,trigrams,shielding prototype validated,3,imagination_and_possibility,1,prototype,shielding,1,0.3333333333333333,False,imagination_and_possibility|truth,imagination_and_possibility.exploration_within_bounds|imagination_and_possibility.path_toward_feasibility|truth.verification,2,3,2,0,imagination_and_possibility|truth,,prototype|validat|validated,False
prototype validated evt,2,AC15,S3,trigrams,prototype validated evt,3,imagination_and_possibility,1,prototype,,0,0.0,False,imagination_and_possibility|truth,imagination_and_possibility.exploration_within_bounds|imagination_and_possibility.path_toward_feasibility|truth.verification,2,3,2,0,imagination_and_possibility|truth,,prototype|validat|validated,False
constrained launch parallel,2,AC15,S3,trigrams,constrained launch parallel,3,practicality_and_feasibility,1,constrained,launch,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution|practical_considerations_and_execution.constraints_and_tradeoffs,1,2,1,0,practical_considerations_and_execution,,constrain|constrained|launch,False
constrained launch path,2,AC15,S3,trigrams,constrained launch path,3,practicality_and_feasibility,1,constrained,launch,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution|practical_considerations_and_execution.constraints_and_tradeoffs,1,2,1,0,practical_considerations_and_execution,,constrain|constrained|launch,False
cost of disruption,2,AC15,S3,trigrams,cost disruption,2,practicality_and_feasibility|temporal_dynamics,2,cost|disruption,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
reliable detection mitigation,2,AC15,S3,trigrams,reliable detection mitigation,3,truth_and_fact|practicality_and_feasibility,2,reliable|mitigation,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,mitigat|mitigation,False
a more robust,2,AC15,S3,trigrams,more robust,2,temporal_dynamics,1,robust,,0,0.0,False,temporal_projection,temporal_projection.robustness_and_resilience,1,1,1,0,temporal_projection,,robust,False
more robust nav,2,AC15,S3,trigrams,more robust nav,3,temporal_dynamics,1,robust,,0,0.0,False,temporal_projection,temporal_projection.robustness_and_resilience,1,1,1,0,temporal_projection,,robust,False
robust nav mode,2,AC15,S3,trigrams,robust nav mode,3,temporal_dynamics,1,robust,,0,0.0,False,temporal_projection,temporal_projection.robustness_and_resilience,1,1,1,0,temporal_projection,,robust,False
de risked execution,2,AC15,S3,trigrams,de risked execution,3,practicality_and_feasibility,1,execution,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,execution,False
risked execution not,2,AC15,S3,trigrams,risked execution,2,practicality_and_feasibility,1,execution,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,execution,False
sla commissioning phase,2,AC15,S3,trigrams,sla commissioning phase,3,temporal_dynamics,1,phase,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,phas|phase,False
