scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S3,Scenario 3 - Quadgrams,quadgrams,AC15,prototype validated evt dvt,2,4,219,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,,0,0.0,False,imagination_and_possibility;truth,2,prototype;validat;validated,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;imagination_and_possibility:path_toward_feasibility;truth:verification,3,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S3,Scenario 3 - Quadgrams,quadgrams,AC15,prototype validated evt dvt,2,4,219,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,,0,0.0,False,imagination_and_possibility;truth,2,prototype;validat;validated,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;imagination_and_possibility:path_toward_feasibility;truth:verification,3,imagination_and_possibility,constraint_aligned,path_toward_feasibility
S3,Scenario 3 - Quadgrams,quadgrams,AC15,prototype validated evt dvt,2,4,219,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,,0,0.0,False,imagination_and_possibility;truth,2,prototype;validat;validated,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;imagination_and_possibility:path_toward_feasibility;truth:verification,3,truth,constraint_aligned,verification
S3,Scenario 3 - Quadgrams,quadgrams,AC15,shielding prototype validated evt,2,4,241,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,shielding,1,0.25,False,imagination_and_possibility;truth,2,prototype;validat;validated,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;imagination_and_possibility:path_toward_feasibility;truth:verification,3,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S3,Scenario 3 - Quadgrams,quadgrams,AC15,shielding prototype validated evt,2,4,241,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,shielding,1,0.25,False,imagination_and_possibility;truth,2,prototype;validat;validated,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;imagination_and_possibility:path_toward_feasibility;truth:verification,3,imagination_and_possibility,constraint_aligned,path_toward_feasibility
S3,Scenario 3 - Quadgrams,quadgrams,AC15,shielding prototype validated evt,2,4,241,15882,0.000126,1,AC15,2,4,1.0,,False,imagination_and_possibility,1,prototype,shielding,1,0.25,False,imagination_and_possibility;truth,2,prototype;validat;validated,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;imagination_and_possibility:path_toward_feasibility;truth:verification,3,truth,constraint_aligned,verification
S3,Scenario 3 - Quadgrams,quadgrams,AC15,constrained launch parallel hardware,2,4,98,15882,0.000126,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constrained,launch,1,0.25,False,practical_considerations_and_execution,1,constrain;constrained;launch,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution;practical_considerations_and_execution:constraints_and_tradeoffs,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S3,Scenario 3 - Quadgrams,quadgrams,AC15,constrained launch parallel hardware,2,4,98,15882,0.000126,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constrained,launch,1,0.25,False,practical_considerations_and_execution,1,constrain;constrained;launch,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution;practical_considerations_and_execution:constraints_and_tradeoffs,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S3,Scenario 3 - Quadgrams,quadgrams,AC15,a more robust nav,2,4,58,15882,0.000126,1,AC15,2,3,0.75,,False,temporal_dynamics,1,robust,,0,0.0,False,temporal_projection,1,robust,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S3,Scenario 3 - Quadgrams,quadgrams,AC15,claims are truthful and,2,4,92,15882,0.000126,1,AC15,2,2,0.5,,False,truth_and_fact,1,claims,,0,0.0,False,truth,1,truthful,constraint_aligned,1,0,truth:fact_vs_interpretation,1,truth,constraint_aligned,fact_vs_interpretation
S3,Scenario 3 - Quadgrams,quadgrams,AC15,de risked execution not,2,4,103,15882,0.000126,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,execution,,0,0.0,False,practical_considerations_and_execution,1,execution,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S3,Scenario 3 - Quadgrams,quadgrams,AC15,definition and penalty schedule,2,4,105,15882,0.000126,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,1,schedule,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S3,Scenario 3 - Quadgrams,quadgrams,AC15,market window without sacrificing,2,4,175,15882,0.000126,1,AC15,2,4,1.0,,False,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,1,window,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S3,Scenario 3 - Quadgrams,quadgrams,AC15,more robust nav mode,2,4,180,15882,0.000126,1,AC15,2,4,1.0,,False,temporal_dynamics,1,robust,,0,0.0,False,temporal_projection,1,robust,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S3,Scenario 3 - Quadgrams,quadgrams,AC15,procedural controls software constraints,2,4,215,15882,0.000126,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
