scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S1,Scenario 1 - Quadgrams,quadgrams,AC15,would make us wrong,6,4,10,18022,0.000333,1,AC15,6,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,wrong,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S1,Scenario 1 - Quadgrams,quadgrams,AC15,data config portability transition,4,4,20,18022,0.000222,1,AC15,4,4,1.0,,False,temporal_dynamics;truth_and_fact,2,data;transition,,0,0.0,False,temporal_projection,1,transit;transition,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,config portability transition assistance,3,4,44,18022,0.000166,1,AC15,3,4,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,1,transit;transition,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,timeline and required controls,3,4,78,18022,0.000166,1,AC15,3,3,0.75,,False,practicality_and_feasibility;temporal_dynamics,1,timeline,,0,0.0,False,practical_considerations_and_execution,1,timeline,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,a phased start and,2,4,91,18022,0.000111,1,AC15,2,2,0.5,,False,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution;temporal_projection,2,phas;phased;start,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:change_and_rate,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S1,Scenario 1 - Quadgrams,quadgrams,AC15,a phased start and,2,4,91,18022,0.000111,1,AC15,2,2,0.5,,False,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution;temporal_projection,2,phas;phased;start,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:change_and_rate,2,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,documented formats transition assistance,2,4,169,18022,0.000111,1,AC15,2,4,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection;truth,2,documented;transit;transition,constraint_aligned,2,0,temporal_projection:change_and_rate;truth:verification,2,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,documented formats transition assistance,2,4,169,18022,0.000111,1,AC15,2,4,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection;truth,2,documented;transit;transition,constraint_aligned,2,0,temporal_projection:change_and_rate;truth:verification,2,truth,constraint_aligned,verification
S1,Scenario 1 - Quadgrams,quadgrams,AC15,in documented formats transition,2,4,204,18022,0.000111,1,AC15,2,3,0.75,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection;truth,2,documented;transit;transition,constraint_aligned,2,0,temporal_projection:change_and_rate;truth:verification,2,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,in documented formats transition,2,4,204,18022,0.000111,1,AC15,2,3,0.75,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection;truth,2,documented;transit;transition,constraint_aligned,2,0,temporal_projection:change_and_rate;truth:verification,2,truth,constraint_aligned,verification
S1,Scenario 1 - Quadgrams,quadgrams,AC15,fewest external blockers civitas,2,4,184,18022,0.000111,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,blockers,civitas,1,0.25,False,practical_considerations_and_execution;surfacing,2,blockers,constraint_aligned;cross_cutting,1,1,practical_considerations_and_execution:friction_and_blockers;surfacing:friction_exposed,2,practical_considerations_and_execution,constraint_aligned,friction_and_blockers
S1,Scenario 1 - Quadgrams,quadgrams,AC15,fewest external blockers civitas,2,4,184,18022,0.000111,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,blockers,civitas,1,0.25,False,practical_considerations_and_execution;surfacing,2,blockers,constraint_aligned;cross_cutting,1,1,practical_considerations_and_execution:friction_and_blockers;surfacing:friction_exposed,2,surfacing,cross_cutting,friction_exposed
S1,Scenario 1 - Quadgrams,quadgrams,AC15,a phased notice to,2,4,90,18022,0.000111,1,AC15,2,2,0.5,,False,temporal_dynamics,1,phased,,0,0.0,False,temporal_projection,1,phas;phased,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,a week selection window,2,4,94,18022,0.000111,1,AC15,2,3,0.75,,False,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,1,window,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S1,Scenario 1 - Quadgrams,quadgrams,AC15,cost and complexity that,2,4,159,18022,0.000111,1,AC15,2,2,0.5,,False,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,1,cost,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,cost to maintain the,2,4,161,18022,0.000111,1,AC15,2,2,0.5,,False,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,1,cost,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,formats transition assistance defined,2,4,189,18022,0.000111,1,AC15,2,4,1.0,,False,temporal_dynamics,1,transition,,0,0.0,False,temporal_projection,1,transit;transition,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,less long run evidence,2,4,229,18022,0.000111,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S1,Scenario 1 - Quadgrams,quadgrams,AC15,maintenance cost reduction vs,2,4,234,18022,0.000111,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,1,cost,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,more predictable near term,2,4,245,18022,0.000111,1,AC15,2,4,1.0,,False,temporal_dynamics,1,near term,,0,0.0,False,temporal_projection,1,near term,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S1,Scenario 1 - Quadgrams,quadgrams,AC15,on schedule if novagrid,2,4,259,18022,0.000111,1,AC15,2,2,0.5,,False,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False,practical_considerations_and_execution,1,schedule,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,phased notice to proceed,2,4,269,18022,0.000111,1,AC15,2,3,0.75,,False,temporal_dynamics,1,phased,,0,0.0,False,temporal_projection,1,phas;phased,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S1,Scenario 1 - Quadgrams,quadgrams,AC15,predictable near term opex,2,4,272,18022,0.000111,1,AC15,2,4,1.0,,False,temporal_dynamics,1,near term,,0,0.0,False,temporal_projection,1,near term,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S1,Scenario 1 - Quadgrams,quadgrams,AC15,schedule exhibit with long,2,4,288,18022,0.000111,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,1,schedule,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,schedule if novagrid can,2,4,289,18022,0.000111,1,AC15,2,2,0.5,,False,practicality_and_feasibility,1,schedule,novagrid,1,0.5,False,practical_considerations_and_execution,1,schedule,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,with timeline and required,2,4,343,18022,0.000111,1,AC15,2,2,0.5,,False,practicality_and_feasibility;temporal_dynamics,1,timeline,,0,0.0,False,practical_considerations_and_execution,1,timeline,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,acceptance testing that includes,2,4,96,18022,0.000111,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,truth,1,testing,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S1,Scenario 1 - Quadgrams,quadgrams,AC15,civitas modular mitigates the,2,4,141,18022,0.000111,1,AC15,2,3,0.75,,False,,0,,civitas;modular,2,0.666667,False,practical_considerations_and_execution,1,mitigat,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S1,Scenario 1 - Quadgrams,quadgrams,AC15,month support horizon with,2,4,244,18022,0.000111,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,temporal_projection,1,horizon,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S1,Scenario 1 - Quadgrams,quadgrams,AC15,ownership of timing plans,2,4,265,18022,0.000111,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plans,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
